PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
56905 yugm2     20   0 1461680 504588   4024 S  52.9  13.5   0:00.09 wrk
56905 yugm2     20   0 1461680 983.1m   4024 S  83.3  26.9   0:00.62 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  94.4  26.9   0:01.74 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:02.83 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  88.2  26.9   0:03.93 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:05.02 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:06.12 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:07.26 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:08.35 wrk
56905 yugm2     20   0 1461680 983.3m   4024 S  83.3  26.9   0:09.45 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:10.56 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:11.70 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:12.80 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  77.8  26.9   0:13.90 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  77.8  26.9   0:14.99 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  77.8  26.9   0:16.08 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:17.18 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:18.28 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:19.38 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:20.49 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:21.59 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:22.75 wrk
56905 yugm2     20   0 1461680 983.6m   4024 S  83.3  26.9   0:23.87 wrk
