PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
91343 yugm2     20   0 1016224  68736   4224 S   5.9   1.8   0:00.01 wrk
91343 yugm2     20   0 1016224  68736   4224 S 150.0   1.8   0:00.68 wrk
91343 yugm2     20   0 1016224  71224   4224 S  88.2   1.9   0:02.49 wrk
91343 yugm2     20   0 1016224  72016   4224 S 141.2   1.9   0:03.75 wrk
91343 yugm2     20   0 1016224  73336   4224 S 126.3   2.0   0:05.61 wrk
91343 yugm2     20   0 1016224  74392   4224 S 128.6   2.0   0:07.87 wrk
91343 yugm2     20   0 1016224  75448   4224 S 157.9   2.0   0:10.21 wrk
91343 yugm2     20   0 1016224  76768   4224 S 147.1   2.1   0:12.10 wrk
91343 yugm2     20   0 1016224  78692   4224 S 141.2   2.1   0:13.98 wrk
91343 yugm2     20   0 1016224  78956   4224 S 127.8   2.1   0:15.73 wrk
91343 yugm2     20   0 1016224  80540   4224 S 135.3   2.2   0:17.48 wrk
91343 yugm2     20   0 1016224  80804   4224 S 138.9   2.2   0:19.19 wrk
91343 yugm2     20   0 1016224  81596   4224 S 133.3   2.2   0:20.98 wrk
91343 yugm2     20   0 1016224  82916   4224 S 141.2   2.2   0:22.70 wrk
91343 yugm2     20   0 1016224  83708   4224 S 138.9   2.2   0:24.45 wrk
91343 yugm2     20   0 1016224  83708   4224 S 121.1   2.2   0:26.21 wrk
91343 yugm2     20   0 1016224  83708   4224 S 147.1   2.2   0:27.95 wrk
91343 yugm2     20   0 1016224  83708   4224 S  82.4   2.2   0:29.39 wrk
91343 yugm2     20   0 1016224  83708   4224 S 122.2   2.2   0:31.04 wrk
91343 yugm2     20   0 1016224  83708   4224 S 133.3   2.2   0:32.53 wrk
91343 yugm2     20   0 1016224  83708   4224 S 145.0   2.2   0:34.65 wrk
91343 yugm2     20   0 1016224  83708   4224 S 127.8   2.2   0:36.66 wrk
91343 yugm2     20   0 1016224  83708   4224 S 127.8   2.2   0:38.41 wrk
