PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
53594 yugm2     20   0  916368 349216   4276 S  29.4   9.3   0:00.05 wrk
53594 yugm2     20   0  916368 349216   4276 S 142.9   9.3   0:01.07 wrk
53594 yugm2     20   0  916368 349996   4276 S 150.0   9.4   0:03.73 wrk
53594 yugm2     20   0  916368 349996   4276 S 144.4   9.4   0:06.38 wrk
53594 yugm2     20   0  916368 349996   4276 S 142.1   9.4   0:08.99 wrk
53594 yugm2     20   0  916368 349996   4276 S 150.0   9.4   0:11.49 wrk
53594 yugm2     20   0  916368 349996   4276 S 160.0   9.4   0:14.24 wrk
53594 yugm2     20   0  916368 350616   4276 S 135.0   9.4   0:16.91 wrk
53594 yugm2     20   0  916368 350616   4276 S 128.6   9.4   0:19.08 wrk
53594 yugm2     20   0  916368 350616   4276 S 140.0   9.4   0:21.56 wrk
53594 yugm2     20   0  916368 350616   4276 S 170.6   9.4   0:23.67 wrk
53594 yugm2     20   0  916368 350616   4276 S 155.6   9.4   0:25.97 wrk
53594 yugm2     20   0  916368 350616   4276 S 147.4   9.4   0:28.54 wrk
53594 yugm2     20   0  916368 350616   4276 S 123.8   9.4   0:30.99 wrk
53594 yugm2     20   0  916368 350616   4276 S 142.1   9.4   0:34.53 wrk
53594 yugm2     20   0  916368 350616   4276 S 123.8   9.4   0:38.68 wrk
53594 yugm2     20   0  916368 350616   4276 S 155.6   9.4   0:41.20 wrk
53594 yugm2     20   0  916368 350616   4276 S 119.0   9.4   0:43.83 wrk
