PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
12943 yugm2     20   0 1989624  17868   4160 S 182.4   0.5   0:00.31 wrk
12943 yugm2     20   0 1989624  35288   4160 S 110.0   0.9   0:02.28 wrk
12943 yugm2     20   0 1989624  35288   4160 S 116.7   0.9   0:04.00 wrk
12943 yugm2     20   0 1989624  35288   4160 S 105.6   0.9   0:05.55 wrk
12943 yugm2     20   0 1989624  44792   4160 S 105.6   1.2   0:07.14 wrk
12943 yugm2     20   0 1989624  45848   4160 S  94.4   1.2   0:08.72 wrk
12943 yugm2     20   0 1989624  47432   4160 S  78.9   1.3   0:10.08 wrk
12943 yugm2     20   0 1989624  60960   4160 S  83.3   1.6   0:11.44 wrk
12943 yugm2     20   0 1989624  62832   4160 S  44.4   1.7   0:12.61 wrk
12943 yugm2     20   0 1989624  65352   4160 S  58.8   1.7   0:13.50 wrk
12943 yugm2     20   0 1989624  68092   4160 S 105.0   1.8   0:14.65 wrk
12943 yugm2     20   0 1989624  69148   4160 S  58.8   1.8   0:15.56 wrk
12943 yugm2     20   0 1989624  69940   4160 S  58.8   1.9   0:16.37 wrk
12943 yugm2     20   0 1989624  71260   4160 S  52.9   1.9   0:17.15 wrk
12943 yugm2     20   0 1989624  73636   4160 S  52.9   2.0   0:17.76 wrk
12943 yugm2     20   0 1989624  74164   4160 S  41.2   2.0   0:18.29 wrk
12943 yugm2     20   0 1989624  74692   4160 S  47.1   2.0   0:18.90 wrk
12943 yugm2     20   0 1989624  75484   4160 S  52.9   2.0   0:19.49 wrk
12943 yugm2     20   0 1989624  75748   4160 S  29.4   2.0   0:20.01 wrk
12943 yugm2     20   0 1989624  76012   4160 S  41.2   2.0   0:20.44 wrk
12943 yugm2     20   0 1989624  76804   4160 S  47.1   2.1   0:21.05 wrk
12943 yugm2     20   0 1989624  77068   4160 S  29.4   2.1   0:21.48 wrk
