00:31:40.955771 IP amd256.utah.cloudlab.us.41064 > amd261.utah.cloudlab.us.8000: Flags [S], seq 619337321, win 64240, options [mss 1460,sackOK,TS val 3546073341 ecr 0,nop,wscale 7], length 0

00:31:40.955870 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41064: Flags [S.], seq 128007020, ack 619337322, win 65160, options [mss 1460,sackOK,TS val 2574403266 ecr 3546073341,nop,wscale 7], length 0

00:31:40.955902 IP amd256.utah.cloudlab.us.41064 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3546073341 ecr 2574403266], length 0

00:31:40.955923 IP amd256.utah.cloudlab.us.41064 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3546073341 ecr 2574403266], length 59

00:31:40.956001 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41064: Flags [.], ack 60, win 509, options [nop,nop,TS val 2574403266 ecr 3546073341], length 0

00:31:40.956249 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41064: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2574403267 ecr 3546073341], length 123

00:31:40.956269 IP amd256.utah.cloudlab.us.41064 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546073342 ecr 2574403267], length 0

00:31:40.960391 IP amd256.utah.cloudlab.us.41066 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3894933506, win 64240, options [mss 1460,sackOK,TS val 3546073346 ecr 0,nop,wscale 7], length 0

00:31:40.960462 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41066: Flags [S.], seq 2156076597, ack 3894933507, win 65160, options [mss 1460,sackOK,TS val 2574403271 ecr 3546073346,nop,wscale 7], length 0

00:31:40.960494 IP amd256.utah.cloudlab.us.41066 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3546073346 ecr 2574403271], length 0

00:31:40.960517 IP amd256.utah.cloudlab.us.41066 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3546073346 ecr 2574403271], length 59

00:31:40.960544 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41066: Flags [.], ack 60, win 509, options [nop,nop,TS val 2574403271 ecr 3546073346], length 0

00:31:40.961209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41066: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2574403272 ecr 3546073346], length 123

00:31:40.961218 IP amd256.utah.cloudlab.us.41066 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546073347 ecr 2574403272], length 0

00:31:40.965388 IP amd256.utah.cloudlab.us.41068 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3159265273, win 64240, options [mss 1460,sackOK,TS val 3546073351 ecr 0,nop,wscale 7], length 0

00:31:40.965746 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41068: Flags [S.], seq 411890110, ack 3159265274, win 65160, options [mss 1460,sackOK,TS val 2574403276 ecr 3546073351,nop,wscale 7], length 0

00:31:40.965780 IP amd256.utah.cloudlab.us.41068 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3546073351 ecr 2574403276], length 0

00:31:40.965825 IP amd256.utah.cloudlab.us.41068 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3546073351 ecr 2574403276], length 59

00:31:40.965876 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41068: Flags [.], ack 60, win 509, options [nop,nop,TS val 2574403276 ecr 3546073351], length 0

00:31:40.966063 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41068: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2574403276 ecr 3546073351], length 123

00:31:40.966083 IP amd256.utah.cloudlab.us.41068 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546073352 ecr 2574403276], length 0

00:31:40.970273 IP amd256.utah.cloudlab.us.41078 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2569464472, win 64240, options [mss 1460,sackOK,TS val 3546073356 ecr 0,nop,wscale 7], length 0

00:31:40.970396 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41078: Flags [S.], seq 918906075, ack 2569464473, win 65160, options [mss 1460,sackOK,TS val 2574403281 ecr 3546073356,nop,wscale 7], length 0

00:31:40.970427 IP amd256.utah.cloudlab.us.41078 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3546073356 ecr 2574403281], length 0

00:31:40.970444 IP amd256.utah.cloudlab.us.41078 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3546073356 ecr 2574403281], length 59

00:31:40.970503 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41078: Flags [.], ack 60, win 509, options [nop,nop,TS val 2574403281 ecr 3546073356], length 0

00:31:40.970628 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41078: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2574403281 ecr 3546073356], length 123

00:31:40.970636 IP amd256.utah.cloudlab.us.41078 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546073356 ecr 2574403281], length 0

00:31:40.975772 IP amd256.utah.cloudlab.us.41094 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1413709279, win 64240, options [mss 1460,sackOK,TS val 3546073361 ecr 0,nop,wscale 7], length 0

00:31:40.975833 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41094: Flags [S.], seq 2623818351, ack 1413709280, win 65160, options [mss 1460,sackOK,TS val 2574403286 ecr 3546073361,nop,wscale 7], length 0

00:31:40.975867 IP amd256.utah.cloudlab.us.41094 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3546073361 ecr 2574403286], length 0

00:31:40.975912 IP amd256.utah.cloudlab.us.41094 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3546073361 ecr 2574403286], length 59

00:31:40.975960 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41094: Flags [.], ack 60, win 509, options [nop,nop,TS val 2574403286 ecr 3546073361], length 0

00:31:40.976011 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41094: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2574403286 ecr 3546073361], length 123

00:31:40.976022 IP amd256.utah.cloudlab.us.41094 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546073361 ecr 2574403286], length 0

