PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
36444 yugm2     20   0  346652   4676   4172 S   0.0   0.1   0:00.00 wrk
36444 yugm2     20   0  755524 262804   4172 S  76.5   7.0   0:00.17 wrk
36444 yugm2     20   0  755524 263268   4172 S 145.5   7.0   0:02.71 wrk
36444 yugm2     20   0  755524 263268   4172 S 142.1   7.0   0:05.33 wrk
36444 yugm2     20   0  755524 263268   4172 S 135.0   7.0   0:07.96 wrk
36444 yugm2     20   0  755524 263268   4172 S 133.3   7.0   0:10.64 wrk
36444 yugm2     20   0  755524 263268   4172 S 128.6   7.0   0:13.26 wrk
36444 yugm2     20   0  755524 263720   4172 S 128.6   7.0   0:15.80 wrk
36444 yugm2     20   0  755524 263720   4172 S 133.3   7.0   0:18.44 wrk
36444 yugm2     20   0  755524 263720   4172 S 133.3   7.0   0:21.00 wrk
36444 yugm2     20   0  755524 263720   4172 S 128.6   7.0   0:23.58 wrk
36444 yugm2     20   0  755524 263720   4172 S 133.3   7.0   0:26.18 wrk
36444 yugm2     20   0  755524 263720   4172 S 145.0   7.0   0:28.94 wrk
36444 yugm2     20   0  755524 263980   4172 S 128.6   7.1   0:31.53 wrk
36444 yugm2     20   0  755524 264244   4172 S 138.1   7.1   0:34.28 wrk
36444 yugm2     20   0  755524 264244   4172 S 128.6   7.1   0:36.93 wrk
36444 yugm2     20   0  755524 264244   4172 S 118.2   7.1   0:39.65 wrk
36444 yugm2     20   0  755524 264244   4172 S 122.7   7.1   0:42.34 wrk
