PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
27224 yugm2     20   0  852260 209764   4204 S  17.6   5.6   0:00.03 wrk
27224 yugm2     20   0  852260 209924   4204 S 109.1   5.6   0:01.02 wrk
27224 yugm2     20   0  852260 210404   4204 S 120.8   5.6   0:04.06 wrk
27224 yugm2     20   0  852260 210404   4204 S 130.4   5.6   0:07.03 wrk
27224 yugm2     20   0  852260 211460   4204 S 125.0   5.7   0:10.05 wrk
27224 yugm2     20   0  852260 211460   4204 S 126.1   5.7   0:13.09 wrk
27224 yugm2     20   0  852260 212136   4204 S 134.8   5.7   0:16.25 wrk
27224 yugm2     20   0  852260 212136   4204 S 152.4   5.7   0:19.34 wrk
27224 yugm2     20   0  852260 212364   4204 S 142.1   5.7   0:22.71 wrk
27224 yugm2     20   0  852260 212364   4204 S 142.1   5.7   0:25.30 wrk
27224 yugm2     20   0  852260 212364   4204 S 125.0   5.7   0:28.39 wrk
27224 yugm2     20   0  852260 212628   4204 S 135.0   5.7   0:31.10 wrk
27224 yugm2     20   0  852260 212892   4204 S 138.1   5.7   0:33.86 wrk
27224 yugm2     20   0  852260 212892   4204 S 118.2   5.7   0:37.04 wrk
27224 yugm2     20   0  852260 212892   4204 S 120.8   5.7   0:40.10 wrk
27224 yugm2     20   0  852260 212892   4204 S 138.1   5.7   0:42.73 wrk
