PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
59539 yugm2     20   0  755524 262640   4004 S   0.0   7.0   0:00.04 wrk
59539 yugm2     20   0  755524 262640   4004 S 130.0   7.0   0:01.24 wrk
59539 yugm2     20   0  755524 263104   4004 S 157.9   7.0   0:03.77 wrk
59539 yugm2     20   0  755524 263104   4004 S 145.0   7.0   0:06.80 wrk
59539 yugm2     20   0  755524 263104   4004 S 152.6   7.0   0:09.58 wrk
59539 yugm2     20   0  755524 263104   4004 S 140.0   7.0   0:12.34 wrk
59539 yugm2     20   0  755524 263536   4004 S 140.0   7.0   0:15.17 wrk
59539 yugm2     20   0  755524 263536   4004 S 155.6   7.0   0:17.83 wrk
59539 yugm2     20   0  755524 263536   4004 S 140.0   7.0   0:20.54 wrk
59539 yugm2     20   0  755524 263536   4004 S 161.1   7.0   0:23.03 wrk
59539 yugm2     20   0  755524 263536   4004 S 161.1   7.0   0:25.53 wrk
59539 yugm2     20   0  755524 263536   4004 S 125.0   7.0   0:28.21 wrk
59539 yugm2     20   0  755524 263536   4004 S 126.3   7.0   0:30.75 wrk
59539 yugm2     20   0  755524 263536   4004 S 120.0   7.0   0:34.42 wrk
59539 yugm2     20   0  755524 263536   4004 S 141.2   7.0   0:36.63 wrk
59539 yugm2     20   0  755524 263536   4004 S 119.0   7.0   0:38.96 wrk
59539 yugm2     20   0  755524 263536   4004 S 141.2   7.0   0:41.57 wrk
59539 yugm2     20   0  755524 263536   4004 S 126.3   7.0   0:43.83 wrk
