PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
17994 yugm2     20   0 1246308 144636   4084 S  11.8   3.9   0:00.02 wrk
17994 yugm2     20   0 1246308 147232   4084 S 103.3   3.9   0:02.54 wrk
17994 yugm2     20   0 1246308 149344   4084 S 117.2   4.0   0:07.04 wrk
17994 yugm2     20   0 1246308 151192   4084 S 125.0   4.0   0:11.54 wrk
17994 yugm2     20   0 1246308 154632   4084 S 103.4   4.1   0:15.83 wrk
17994 yugm2     20   0 1246308 155668   4084 S 114.3   4.2   0:20.32 wrk
17994 yugm2     20   0 1246308 157516   4084 S 103.2   4.2   0:24.74 wrk
17994 yugm2     20   0 1246308 159100   4084 S 125.9   4.3   0:28.89 wrk
17994 yugm2     20   0 1246308 160420   4084 S 113.3   4.3   0:33.38 wrk
17994 yugm2     20   0 1246308 161476   4084 S 117.9   4.3   0:37.61 wrk
17994 yugm2     20   0 1246308 164004   4084 S 112.9   4.4   0:42.16 wrk
17994 yugm2     20   0 1246308 165324   4084 S 117.9   4.4   0:46.65 wrk
