PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
85170 yugm2     20   0 1557640  24364   4124 S  94.1   0.7   0:00.16 wrk
85170 yugm2     20   0 1557640  32964   4124 S 140.0   0.9   0:02.31 wrk
85170 yugm2     20   0 1557640  36396   4124 S 142.1   1.0   0:04.37 wrk
85170 yugm2     20   0 1557640  39828   4124 S 123.8   1.1   0:06.44 wrk
85170 yugm2     20   0 1557640  45108   4124 S 152.6   1.2   0:08.47 wrk
85170 yugm2     20   0 1557640  48540   4124 S 130.0   1.3   0:10.44 wrk
85170 yugm2     20   0 1557640  52236   4124 S 131.6   1.4   0:12.44 wrk
85170 yugm2     20   0 1557640  55668   4124 S 123.8   1.5   0:14.51 wrk
85170 yugm2     20   0 1557640  63228   4124 S 105.6   1.7   0:16.18 wrk
85170 yugm2     20   0 1557640  67452   4124 S 131.8   1.8   0:18.41 wrk
85170 yugm2     20   0 1557640  68504   4124 S 113.0   1.8   0:20.75 wrk
85170 yugm2     20   0 1557640  68504   4124 S 155.6   1.8   0:22.88 wrk
85170 yugm2     20   0 1557640  68504   4124 S 166.7   1.8   0:24.90 wrk
85170 yugm2     20   0 1557640  68504   4124 S 136.8   1.8   0:26.92 wrk
85170 yugm2     20   0 1557640  68504   4124 S 142.1   1.8   0:28.95 wrk
85170 yugm2     20   0 1557640  68504   4124 S 150.0   1.8   0:30.94 wrk
85170 yugm2     20   0 1557640  68504   4124 S 147.4   1.8   0:32.91 wrk
85170 yugm2     20   0 1557640  68504   4124 S 140.0   1.8   0:34.94 wrk
85170 yugm2     20   0 1557640  68504   4124 S 147.4   1.8   0:36.91 wrk
85170 yugm2     20   0 1557640  68504   4124 S 144.4   1.8   0:38.92 wrk
85170 yugm2     20   0 1557640  68504   4124 S 144.4   1.8   0:40.84 wrk
85170 yugm2     20   0 1557640  68504   4124 S 147.4   1.8   0:42.87 wrk
