PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
84139 yugm2     20   0  903292  27312   4020 S   6.2   0.7   0:00.01 wrk
84139 yugm2     20   0  903292  29664   4020 S 150.0   0.8   0:01.10 wrk
84139 yugm2     20   0  903292  31728   4020 S 141.2   0.8   0:02.98 wrk
84139 yugm2     20   0  903292  34104   4020 S 158.8   0.9   0:04.80 wrk
84139 yugm2     20   0  903292  36480   4020 S 127.8   1.0   0:06.65 wrk
84139 yugm2     20   0  903292  37536   4020 S 152.9   1.0   0:08.47 wrk
84139 yugm2     20   0  903292  40176   4020 S 144.4   1.1   0:10.34 wrk
84139 yugm2     20   0  903292  42552   4020 S 138.9   1.1   0:12.19 wrk
84139 yugm2     20   0  903292  43700   4020 S 141.2   1.2   0:13.97 wrk
84139 yugm2     20   0  903292  43700   4020 S 127.8   1.2   0:15.86 wrk
84139 yugm2     20   0  903292  43700   4020 S 147.1   1.2   0:17.62 wrk
84139 yugm2     20   0  903292  43700   4020 S 133.3   1.2   0:19.46 wrk
84139 yugm2     20   0  903292  43700   4020 S  94.1   1.2   0:21.08 wrk
84139 yugm2     20   0  903292  43700   4020 S 135.3   1.2   0:22.35 wrk
84139 yugm2     20   0  903292  43700   4020 S 131.6   1.2   0:24.30 wrk
84139 yugm2     20   0  903292  43700   4020 S 129.4   1.2   0:26.12 wrk
84139 yugm2     20   0  903292  43700   4020 S 158.8   1.2   0:28.07 wrk
84139 yugm2     20   0  903292  43700   4020 S 138.9   1.2   0:30.04 wrk
84139 yugm2     20   0  903292  46324   4020 S 141.2   1.2   0:31.89 wrk
84139 yugm2     20   0  903292  46324   4020 S 141.2   1.2   0:33.75 wrk
84139 yugm2     20   0  903292  46324   4020 S 133.3   1.2   0:35.61 wrk
84139 yugm2     20   0  903292  46324   4020 S 133.3   1.2   0:37.49 wrk
84139 yugm2     20   0  903292  46324   4020 S 135.3   1.2   0:39.27 wrk
