PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
47006 yugm2     20   0 1015800 525220   4164 S  44.4  14.0   0:00.08 wrk
47006 yugm2     20   0 1015800 525220   4164 S 135.0  14.0   0:01.07 wrk
47006 yugm2     20   0 1015800 525676   4164 S 131.8  14.1   0:03.71 wrk
47006 yugm2     20   0 1015800 525676   4164 S 131.8  14.1   0:06.37 wrk
47006 yugm2     20   0 1015800 525676   4164 S 122.7  14.1   0:08.89 wrk
47006 yugm2     20   0 1015800 525676   4164 S 127.3  14.1   0:11.45 wrk
47006 yugm2     20   0 1015800 525676   4164 S 135.0  14.1   0:13.98 wrk
47006 yugm2     20   0 1015800 526124   4164 S 123.8  14.1   0:16.70 wrk
47006 yugm2     20   0 1015800 526124   4164 S 142.9  14.1   0:19.33 wrk
47006 yugm2     20   0 1015800 526124   4164 S 140.0  14.1   0:21.96 wrk
47006 yugm2     20   0 1015800 526124   4164 S 122.7  14.1   0:24.55 wrk
47006 yugm2     20   0 1015800 526124   4164 S 138.1  14.1   0:27.19 wrk
47006 yugm2     20   0 1015800 526124   4164 S 118.2  14.1   0:29.78 wrk
47006 yugm2     20   0 1015800 526124   4164 S 122.7  14.1   0:32.54 wrk
47006 yugm2     20   0 1015800 526124   4164 S 131.8  14.1   0:35.06 wrk
47006 yugm2     20   0 1015800 526124   4164 S 133.3  14.1   0:37.82 wrk
47006 yugm2     20   0 1015800 526124   4164 S 109.5  14.1   0:40.41 wrk
47006 yugm2     20   0 1015800 526124   4164 S 138.1  14.1   0:43.15 wrk
