PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
90180 yugm2     20   0 1557640  14188   4188 S   5.9   0.4   0:00.01 wrk
90180 yugm2     20   0 1557640  29148   4188 S 144.8   0.8   0:04.78 wrk
90180 yugm2     20   0 1557640  42876   4188 S 194.4   1.1   0:08.90 wrk
90180 yugm2     20   0 1557640  51852   4188 S 156.5   1.4   0:12.52 wrk
90180 yugm2     20   0 1557640  60564   4188 S 136.7   1.6   0:15.86 wrk
90180 yugm2     20   0 1557640  66952   4188 S 123.5   1.8   0:18.90 wrk
90180 yugm2     20   0 1557640  66952   4188 S 157.9   1.8   0:20.53 wrk
90180 yugm2     20   0 1557640  66952   4188 S 188.9   1.8   0:22.77 wrk
90180 yugm2     20   0 1557640  66952   4188 S 175.0   1.8   0:26.57 wrk
90180 yugm2     20   0 1557640  66952   4188 S 200.0   1.8   0:30.00 wrk
90180 yugm2     20   0 1557640  66952   4188 S 168.2   1.8   0:34.11 wrk
90180 yugm2     20   0 1557640  66952   4188 S 100.0   1.8   0:36.07 wrk
90180 yugm2     20   0 1557640  66952   4188 S 177.8   1.8   0:38.05 wrk
90180 yugm2     20   0 1557640  66952   4188 S 200.0   1.8   0:42.23 wrk
90180 yugm2     20   0 1557640  66952   4188 S 181.0   1.8   0:45.48 wrk
90180 yugm2     20   0 1557640  66952   4188 S 176.2   1.8   0:49.50 wrk
