PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
48991 yugm2     20   0 1239208 517232   4204 S  44.4  13.8   0:00.08 wrk
48991 yugm2     20   0 1239208 518588   4204 S 126.1  13.9   0:01.85 wrk
48991 yugm2     20   0 1239208 518852   4204 S 147.8  13.9   0:04.94 wrk
48991 yugm2     20   0 1239208 518852   4204 S 134.8  13.9   0:08.20 wrk
48991 yugm2     20   0 1239208 518852   4204 S 157.1  13.9   0:11.55 wrk
48991 yugm2     20   0 1239208 519996   4204 S 112.5  13.9   0:14.83 wrk
48991 yugm2     20   0 1239208 519996   4204 S 124.0  13.9   0:18.00 wrk
48991 yugm2     20   0 1239208 519996   4204 S 125.0  13.9   0:21.11 wrk
48991 yugm2     20   0 1239208 519996   4204 S 130.8  13.9   0:24.63 wrk
48991 yugm2     20   0 1239208 519996   4204 S 133.3  13.9   0:27.94 wrk
48991 yugm2     20   0 1239208 519996   4204 S 118.2  13.9   0:30.89 wrk
48991 yugm2     20   0 1239208 520260   4204 S 125.0  13.9   0:34.06 wrk
48991 yugm2     20   0 1239208 520260   4204 S 111.1  13.9   0:37.48 wrk
48991 yugm2     20   0 1239208 520524   4204 S 125.0  13.9   0:40.84 wrk
48991 yugm2     20   0 1239208 520788   4204 S 150.0  13.9   0:44.01 wrk
