PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
24368 yugm2     20   0 2544404  22220   4208 R  82.4   0.6   0:00.14 wrk
24368 yugm2     20   0 3086712  66168   4208 D 148.3   1.8   0:05.06 wrk
24368 yugm2     20   0 3189248 112148   4208 D  64.0   3.0   0:15.45 wrk
24368 yugm2     20   0 3064412 117288   4272 S   0.0   3.1   0:54.53 wrk
