PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
07422 yugm2     20   0 1194116  95476   4088 S  12.5   2.6   0:00.02 wrk
07422 yugm2     20   0 1194116  98964   4088 S 106.7   2.6   0:02.91 wrk
07422 yugm2     20   0 1194116 101868   4088 S 120.7   2.7   0:07.48 wrk
07422 yugm2     20   0 1194116 102660   4088 S 155.6   2.7   0:09.73 wrk
07422 yugm2     20   0 1194116 104508   4088 S 143.5   2.8   0:12.59 wrk
07422 yugm2     20   0 1194116 108732   4088 S 127.6   2.9   0:16.78 wrk
07422 yugm2     20   0 1194116 110844   4088 S 144.8   3.0   0:21.06 wrk
07422 yugm2     20   0 1194116 113220   4088 S 124.1   3.0   0:25.68 wrk
07422 yugm2     20   0 1194116 115068   4088 S 126.7   3.1   0:29.69 wrk
07422 yugm2     20   0 1194116 116652   4088 S 155.2   3.1   0:34.28 wrk
07422 yugm2     20   0 1194116 116916   4088 S 141.7   3.1   0:38.39 wrk
07422 yugm2     20   0 1194116 116916   4088 S 157.1   3.1   0:42.49 wrk
07422 yugm2     20   0 1194116 116916   4088 S 103.2   3.1   0:46.29 wrk
