PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
09178 yugm2     20   0 1199668   5884   4160 S  11.8   0.0   0:00.03 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.03 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.03 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.04 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.04 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.05 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.07 wrk
09178 yugm2     20   0 1199668   5884   4160 S   0.0   0.0   0:00.07 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.10 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:00.15 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:00.20 wrk
09178 yugm2     20   0 1199668  13832   4160 S  11.1   0.0   0:00.25 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.29 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:00.33 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.37 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.42 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.47 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.52 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.56 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.60 wrk
09178 yugm2     20   0 1199668  13832   4160 S  11.8   0.0   0:00.66 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.70 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:00.75 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:00.79 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:00.84 wrk
09178 yugm2     20   0 1199668  13832   4160 S  11.1   0.0   0:00.89 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:00.93 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:00.97 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.02 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:01.07 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.12 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.16 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.20 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.25 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.30 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.34 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.39 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.6   0.0   0:01.44 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.48 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.53 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:01.58 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.61 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.66 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.71 wrk
09178 yugm2     20   0 1199668  13832   4160 S   5.9   0.0   0:01.76 wrk
09178 yugm2     20   0 1199668  13832   4160 S   0.0   0.0   0:01.80 wrk
