PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
17330 yugm2     20   0  874424 146096   4016 S  17.6   3.9   0:00.03 wrk
17330 yugm2     20   0  874424 154896   4016 S 130.4   4.1   0:01.47 wrk
17330 yugm2     20   0  874424 156092   4016 S 120.8   4.2   0:04.72 wrk
17330 yugm2     20   0  874424 156620   4016 S 131.8   4.2   0:08.29 wrk
17330 yugm2     20   0  874424 156884   4016 S 127.3   4.2   0:11.47 wrk
17330 yugm2     20   0  874424 158336   4016 S 116.7   4.2   0:14.53 wrk
17330 yugm2     20   0  874424 158820   4016 S 111.5   4.2   0:18.08 wrk
17330 yugm2     20   0  874424 159084   4016 S 122.7   4.3   0:21.30 wrk
17330 yugm2     20   0  874424 160348   4016 S 125.0   4.3   0:24.51 wrk
17330 yugm2     20   0  874424 160612   4016 S 147.6   4.3   0:27.16 wrk
17330 yugm2     20   0  874424 161140   4016 S 152.2   4.3   0:30.34 wrk
17330 yugm2     20   0  874424 161404   4016 S 120.8   4.3   0:33.65 wrk
17330 yugm2     20   0  874424 161932   4016 S 121.7   4.3   0:36.73 wrk
17330 yugm2     20   0  874424 162460   4016 S 116.0   4.3   0:39.93 wrk
17330 yugm2     20   0  874424 162724   4016 S 119.2   4.3   0:43.26 wrk
