PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
08909 yugm2     20   0  903848   5544   4080 S   5.6   0.0   0:00.02 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.02 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.03 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.04 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.04 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.05 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.06 wrk
08909 yugm2     20   0  903848   5544   4080 S   0.0   0.0   0:00.06 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.6   0.0   0:00.09 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.13 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.17 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.21 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.25 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.28 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.32 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.36 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.39 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.44 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.6   0.0   0:00.48 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.51 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.55 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.59 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.6   0.0   0:00.63 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.66 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.70 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.75 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.79 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.82 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.86 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:00.90 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:00.94 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.6   0.0   0:00.98 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.01 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.6   0.0   0:01.05 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.09 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.12 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.16 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.20 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.24 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.28 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:01.33 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:01.36 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:01.41 wrk
08909 yugm2     20   0  903848  11612   4080 S   0.0   0.0   0:01.44 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:01.48 wrk
08909 yugm2     20   0  903848  11612   4080 S   5.9   0.0   0:01.52 wrk
