PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
92245 yugm2     20   0 1723320  11388   4156 S  52.9   0.3   0:00.09 wrk
92245 yugm2     20   0 1723320  21528   4156 S 180.0   0.6   0:03.03 wrk
92245 yugm2     20   0 1723320  32084   4156 S 105.9   0.9   0:04.83 wrk
92245 yugm2     20   0 1723320  42644   4156 S 171.4   1.1   0:08.66 wrk
92245 yugm2     20   0 1723320  52148   4156 S 104.8   1.4   0:11.17 wrk
92245 yugm2     20   0 1723320  53732   4156 S 111.1   1.4   0:12.79 wrk
92245 yugm2     20   0 1723320  63428   4156 S 180.6   1.7   0:16.46 wrk
92245 yugm2     20   0 1723320  63428   4156 S 173.3   1.7   0:20.23 wrk
92245 yugm2     20   0 1723320  63428   4156 S 180.0   1.7   0:23.20 wrk
92245 yugm2     20   0 1723320  63428   4156 S 200.0   1.7   0:26.93 wrk
92245 yugm2     20   0 1723320  63428   4156 S 148.1   1.7   0:30.21 wrk
92245 yugm2     20   0 1723320  63428   4156 S 200.0   1.7   0:34.41 wrk
92245 yugm2     20   0 1723320  63428   4156 S 200.0   1.7   0:38.50 wrk
92245 yugm2     20   0 1723320  63428   4156 S 200.0   1.7   0:42.41 wrk
92245 yugm2     20   0 1723320  63428   4156 S 168.0   1.7   0:46.61 wrk
92245 yugm2     20   0 1723320  63428   4156 S 134.6   1.7   0:50.06 wrk
