PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
57716 yugm2     20   0 1052072 263196   4124 S  31.2   7.0   0:00.05 wrk
57716 yugm2     20   0 1052072 264252   4124 S 126.3   7.1   0:01.09 wrk
57716 yugm2     20   0 1052072 264252   4124 S 146.7   7.1   0:03.39 wrk
57716 yugm2     20   0 1052072 264252   4124 S 131.2   7.1   0:05.22 wrk
57716 yugm2     20   0 1052072 264252   4124 S 143.8   7.1   0:07.04 wrk
57716 yugm2     20   0 1052072 264252   4124 S 140.0   7.1   0:08.87 wrk
57716 yugm2     20   0 1052072 264252   4124 S 131.2   7.1   0:10.66 wrk
57716 yugm2     20   0 1052072 264252   4124 S 150.0   7.1   0:12.45 wrk
57716 yugm2     20   0 1052072 265620   4124 S 137.5   7.1   0:14.21 wrk
57716 yugm2     20   0 1052072 265620   4124 S 140.0   7.1   0:15.92 wrk
57716 yugm2     20   0 1052072 265620   4124 S 137.5   7.1   0:17.63 wrk
57716 yugm2     20   0 1052072 265620   4124 S 118.8   7.1   0:19.42 wrk
57716 yugm2     20   0 1052072 265620   4124 S 111.8   7.1   0:21.15 wrk
57716 yugm2     20   0 1052072 265620   4124 S 135.3   7.1   0:22.87 wrk
57716 yugm2     20   0 1052072 265620   4124 S 131.2   7.1   0:24.54 wrk
57716 yugm2     20   0 1052072 265620   4124 S 137.5   7.1   0:26.47 wrk
57716 yugm2     20   0 1052072 265620   4124 S 100.0   7.1   0:28.06 wrk
57716 yugm2     20   0 1052072 265620   4124 S 137.5   7.1   0:29.81 wrk
57716 yugm2     20   0 1052072 265620   4124 S 140.0   7.1   0:31.65 wrk
57716 yugm2     20   0 1052072 265620   4124 S 137.5   7.1   0:33.32 wrk
57716 yugm2     20   0 1052072 265620   4124 S 140.0   7.1   0:35.00 wrk
57716 yugm2     20   0 1052072 265620   4124 S 125.0   7.1   0:36.79 wrk
57716 yugm2     20   0 1052072 265620   4124 S 131.2   7.1   0:38.49 wrk
