PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
64335 yugm2     20   0  346652   4672   4160 S   0.0   0.1   0:00.00 wrk
64335 yugm2     20   0 2824300 957360   4160 S 129.4  25.6   0:05.94 wrk
64335 yugm2     20   0 2824300 957624   4160 S 200.0  25.6   0:08.64 wrk
64335 yugm2     20   0 2824300 958152   4160 S 177.8  25.6   0:11.65 wrk
64335 yugm2     20   0 2824300 969020   4160 S 127.3  25.9   0:13.69 wrk
64335 yugm2     20   0 2824300 969652   4160 S 138.1  25.9   0:15.64 wrk
64335 yugm2     20   0 2824300 970076   4160 S 135.0  25.9   0:17.38 wrk
64335 yugm2     20   0 2824300 970304   4160 S  72.2  25.9   0:18.72 wrk
64335 yugm2     20   0 2824300 970568   4160 S 105.6  25.9   0:19.95 wrk
64335 yugm2     20   0 2824300 970796   4160 S  81.8  26.0   0:21.65 wrk
64335 yugm2     20   0 2824300 971036   4160 S  83.3  26.0   0:22.93 wrk
64335 yugm2     20   0 2824300 971036   4160 S 105.0  26.0   0:24.46 wrk
64335 yugm2     20   0 2824300 971300   4160 S 100.0  26.0   0:25.91 wrk
64335 yugm2     20   0 2824300 971300   4160 S 105.6  26.0   0:27.07 wrk
64335 yugm2     20   0 2824300 971300   4160 S  83.3  26.0   0:28.25 wrk
64335 yugm2     20   0 2824300 971300   4160 S  83.3  26.0   0:29.39 wrk
64335 yugm2     20   0 2824300 971300   4160 S  64.7  26.0   0:30.48 wrk
64335 yugm2     20   0 2824300 971300   4160 S  72.2  26.0   0:31.40 wrk
64335 yugm2     20   0 2824300 971300   4160 S  94.4  26.0   0:32.56 wrk
