PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
48273 yugm2     20   0 1363720 109980   4240 S  12.5   2.9   0:00.02 wrk
48273 yugm2     20   0 1363720 109980   4240 S  80.0   2.9   0:00.70 wrk
48273 yugm2     20   0 1363720 112900   4240 S  88.2   3.0   0:01.95 wrk
48273 yugm2     20   0 1363720 112900   4240 S  87.5   3.0   0:03.09 wrk
48273 yugm2     20   0 1363720 113428   4240 S  82.4   3.0   0:04.25 wrk
48273 yugm2     20   0 1363720 115012   4240 S  82.4   3.1   0:05.37 wrk
48273 yugm2     20   0 1363720 115276   4240 S  70.6   3.1   0:06.46 wrk
48273 yugm2     20   0 1363720 115540   4240 S  72.2   3.1   0:07.47 wrk
48273 yugm2     20   0 1363720 117984   4240 S  77.8   3.2   0:08.60 wrk
48273 yugm2     20   0 1363720 117984   4240 S  76.5   3.2   0:09.70 wrk
48273 yugm2     20   0 1363720 118732   4240 S  82.4   3.2   0:10.75 wrk
48273 yugm2     20   0 1363720 118732   4240 S  82.4   3.2   0:11.79 wrk
48273 yugm2     20   0 1363720 119524   4240 S  82.4   3.2   0:12.81 wrk
48273 yugm2     20   0 1363720 119788   4240 S  70.6   3.2   0:13.75 wrk
48273 yugm2     20   0 1363720 119788   4240 S  64.7   3.2   0:14.65 wrk
48273 yugm2     20   0 1363720 120052   4240 S  70.6   3.2   0:15.59 wrk
48273 yugm2     20   0 1363720 120052   4240 S  76.5   3.2   0:16.60 wrk
48273 yugm2     20   0 1363720 120580   4240 S  64.7   3.2   0:17.50 wrk
48273 yugm2     20   0 1363720 121108   4240 S  58.8   3.2   0:18.37 wrk
48273 yugm2     20   0 1363720 121636   4240 S  52.9   3.3   0:19.24 wrk
48273 yugm2     20   0 1363720 121636   4240 S  41.2   3.3   0:20.09 wrk
48273 yugm2     20   0 1363720 121900   4240 S  47.1   3.3   0:21.23 wrk
