PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
56816 yugm2     20   0 1441680 112280   4228 S  11.8   3.0   0:00.02 wrk
56816 yugm2     20   0 1441680 112280   4228 S 100.0   3.0   0:00.58 wrk
56816 yugm2     20   0 1441680 115452   4228 S  94.1   3.1   0:01.88 wrk
56816 yugm2     20   0 1441680 115452   4228 S  88.2   3.1   0:03.16 wrk
56816 yugm2     20   0 1441680 115452   4228 S  94.4   3.1   0:04.35 wrk
56816 yugm2     20   0 1441680 116508   4228 S  77.8   3.1   0:05.57 wrk
56816 yugm2     20   0 1441680 117828   4228 S  83.3   3.1   0:06.71 wrk
56816 yugm2     20   0 1441680 118356   4228 S  88.9   3.2   0:07.85 wrk
56816 yugm2     20   0 1441680 120632   4228 S  72.2   3.2   0:08.96 wrk
56816 yugm2     20   0 1441680 120856   4228 S  83.3   3.2   0:10.05 wrk
56816 yugm2     20   0 1441680 121080   4228 S  76.5   3.2   0:11.11 wrk
56816 yugm2     20   0 1441680 121312   4228 S  76.5   3.2   0:12.15 wrk
56816 yugm2     20   0 1441680 121536   4228 S  76.5   3.2   0:13.15 wrk
56816 yugm2     20   0 1441680 121792   4228 S  70.6   3.3   0:14.15 wrk
56816 yugm2     20   0 1441680 122056   4228 S  70.6   3.3   0:15.13 wrk
56816 yugm2     20   0 1441680 122056   4228 S  72.2   3.3   0:16.09 wrk
56816 yugm2     20   0 1441680 122320   4228 S  70.6   3.3   0:17.12 wrk
56816 yugm2     20   0 1441680 122584   4228 S  61.1   3.3   0:18.09 wrk
56816 yugm2     20   0 1441680 122584   4228 S  70.6   3.3   0:19.08 wrk
56816 yugm2     20   0 1441680 122848   4228 S  52.9   3.3   0:20.00 wrk
56816 yugm2     20   0 1441680 123640   4228 S  58.8   3.3   0:21.15 wrk
56816 yugm2     20   0 1441680 123904   4228 S  52.9   3.3   0:22.04 wrk
