PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
48152 yugm2     20   0 1441680 108052   4092 S   0.0   2.9   0:00.02 wrk
48152 yugm2     20   0 1441680 111236   4092 S 111.8   3.0   0:01.22 wrk
48152 yugm2     20   0 1441680 111236   4092 S 111.1   3.0   0:02.72 wrk
48152 yugm2     20   0 1441680 112028   4092 S 105.6   3.0   0:04.18 wrk
48152 yugm2     20   0 1441680 112028   4092 S 100.0   3.0   0:05.53 wrk
48152 yugm2     20   0 1441680 113612   4092 S  94.7   3.0   0:06.92 wrk
48152 yugm2     20   0 1441680 114932   4092 S  88.9   3.1   0:08.29 wrk
48152 yugm2     20   0 1441680 115196   4092 S  88.2   3.1   0:09.63 wrk
48152 yugm2     20   0 1441680 117640   4092 S  88.9   3.1   0:10.90 wrk
48152 yugm2     20   0 1441680 118076   4092 S  94.1   3.2   0:12.15 wrk
48152 yugm2     20   0 1441680 118076   4092 S  88.9   3.2   0:13.37 wrk
48152 yugm2     20   0 1441680 118076   4092 S  82.4   3.2   0:14.58 wrk
48152 yugm2     20   0 1441680 118868   4092 S  88.2   3.2   0:15.77 wrk
48152 yugm2     20   0 1441680 118868   4092 S  82.4   3.2   0:16.93 wrk
48152 yugm2     20   0 1441680 119396   4092 S  76.5   3.2   0:18.06 wrk
48152 yugm2     20   0 1441680 119636   4092 S  66.7   3.2   0:19.13 wrk
48152 yugm2     20   0 1441680 120164   4092 S  76.5   3.2   0:20.20 wrk
48152 yugm2     20   0 1441680 120164   4092 S  76.5   3.2   0:21.23 wrk
48152 yugm2     20   0 1441680 120692   4092 S  76.5   3.2   0:22.18 wrk
48152 yugm2     20   0 1441680 120692   4092 S  64.7   3.2   0:23.13 wrk
48152 yugm2     20   0 1441680 121484   4092 S  64.7   3.2   0:24.25 wrk
48152 yugm2     20   0 1441680 121484   4092 S  52.9   3.2   0:25.30 wrk
