PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
86512 yugm2     20   0 1220176 120224   4256 S  12.5   3.2   0:00.02 wrk
86512 yugm2     20   0 1220176 122608   4256 S  88.2   3.3   0:01.32 wrk
86512 yugm2     20   0 1220176 122608   4256 S  88.2   3.3   0:02.64 wrk
86512 yugm2     20   0 1220176 122608   4256 S  94.1   3.3   0:04.01 wrk
86512 yugm2     20   0 1220176 124192   4256 S  83.3   3.3   0:05.25 wrk
86512 yugm2     20   0 1220176 124192   4256 S  77.8   3.3   0:06.37 wrk
86512 yugm2     20   0 1220176 124192   4256 S  94.1   3.3   0:07.58 wrk
86512 yugm2     20   0 1220176 126436   4256 S  82.4   3.4   0:08.86 wrk
86512 yugm2     20   0 1220176 126680   4256 S  77.8   3.4   0:10.03 wrk
86512 yugm2     20   0 1220176 127208   4256 S  70.6   3.4   0:11.25 wrk
86512 yugm2     20   0 1220176 127736   4256 S  70.6   3.4   0:12.77 wrk
86512 yugm2     20   0 1220176 128000   4256 S  70.6   3.4   0:13.92 wrk
86512 yugm2     20   0 1220176 128524   4256 S  64.7   3.4   0:15.22 wrk
86512 yugm2     20   0 1220176 129052   4256 S  70.6   3.4   0:16.81 wrk
86512 yugm2     20   0 1220176 129580   4256 S  58.8   3.5   0:18.21 wrk
86512 yugm2     20   0 1220176 129844   4256 S  52.9   3.5   0:19.31 wrk
86512 yugm2     20   0 1220176 130636   4256 S  52.9   3.5   0:20.64 wrk
