PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
47625 yugm2     20   0 1220176 118180   4252 S   0.0   3.2   0:00.02 wrk
47625 yugm2     20   0 1220176 120560   4252 S  75.0   3.2   0:01.35 wrk
47625 yugm2     20   0 1220176 120560   4252 S  87.5   3.2   0:02.71 wrk
47625 yugm2     20   0 1220176 121880   4252 S  88.2   3.3   0:04.01 wrk
47625 yugm2     20   0 1220176 121880   4252 S  82.4   3.3   0:05.25 wrk
47625 yugm2     20   0 1220176 121880   4252 S  82.4   3.3   0:06.45 wrk
47625 yugm2     20   0 1220176 121880   4252 S  82.4   3.3   0:07.68 wrk
47625 yugm2     20   0 1220176 124156   4252 S  82.4   3.3   0:08.90 wrk
47625 yugm2     20   0 1220176 124156   4252 S  82.4   3.3   0:10.03 wrk
47625 yugm2     20   0 1220176 124684   4252 S  70.6   3.3   0:11.32 wrk
47625 yugm2     20   0 1220176 124684   4252 S  76.5   3.3   0:12.68 wrk
47625 yugm2     20   0 1220176 125452   4252 S  77.8   3.4   0:13.80 wrk
47625 yugm2     20   0 1220176 125716   4252 S  64.7   3.4   0:15.03 wrk
47625 yugm2     20   0 1220176 126244   4252 S  64.7   3.4   0:17.06 wrk
47625 yugm2     20   0 1220176 126760   4252 S  58.8   3.4   0:18.46 wrk
47625 yugm2     20   0 1220176 126760   4252 S  58.8   3.4   0:19.73 wrk
47625 yugm2     20   0 1220176 127288   4252 S  70.6   3.4   0:21.97 wrk
