PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
19742 yugm2     20   0 1789180 109876   4088 S 141.2   2.9   0:00.24 wrk
19742 yugm2     20   0 1789180 118528   4088 S 147.6   3.2   0:02.52 wrk
19742 yugm2     20   0 1789180 118528   4088 S 131.6   3.2   0:04.41 wrk
19742 yugm2     20   0 1789180 121696   4088 S 126.3   3.3   0:06.21 wrk
19742 yugm2     20   0 1789180 123544   4088 S 121.1   3.3   0:08.17 wrk
19742 yugm2     20   0 1789180 124336   4088 S 131.6   3.3   0:10.04 wrk
19742 yugm2     20   0 1789180 124336   4088 S 121.1   3.3   0:11.94 wrk
19742 yugm2     20   0 1789180 131844   4088 S 126.3   3.5   0:13.85 wrk
19742 yugm2     20   0 1789180 133420   4088 S 127.8   3.6   0:15.66 wrk
19742 yugm2     20   0 1789180 134948   4088 S 127.8   3.6   0:17.46 wrk
19742 yugm2     20   0 1789180 136212   4088 S 115.8   3.6   0:19.16 wrk
19742 yugm2     20   0 1789180 136476   4088 S 127.8   3.6   0:20.86 wrk
19742 yugm2     20   0 1789180 137268   4088 S 116.7   3.7   0:22.56 wrk
19742 yugm2     20   0 1789180 138588   4088 S 104.8   3.7   0:24.31 wrk
19742 yugm2     20   0 1789180 140700   4088 S 110.5   3.8   0:25.97 wrk
19742 yugm2     20   0 1789180 140964   4088 S 115.8   3.8   0:27.59 wrk
19742 yugm2     20   0 1789180 141492   4088 S 110.5   3.8   0:29.24 wrk
19742 yugm2     20   0 1789180 142284   4088 S 116.7   3.8   0:30.92 wrk
19742 yugm2     20   0 1789180 144396   4088 S 111.1   3.9   0:32.45 wrk
19742 yugm2     20   0 1789180 145716   4088 S 111.1   3.9   0:34.02 wrk
19742 yugm2     20   0 1789180 145980   4088 S 100.0   3.9   0:35.49 wrk
19742 yugm2     20   0 1789180 146772   4088 S 105.6   3.9   0:36.95 wrk
