PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
14599 yugm2     20   0 1654152  12616   4140 S  35.3   0.3   0:00.06 wrk
14599 yugm2     20   0 1654152  21196   4140 S 100.0   0.6   0:01.30 wrk
14599 yugm2     20   0 1654152  21460   4140 S 100.0   0.6   0:02.53 wrk
14599 yugm2     20   0 1654152  29908   4140 S  88.2   0.8   0:03.70 wrk
14599 yugm2     20   0 1654152  29908   4140 S  94.1   0.8   0:04.95 wrk
14599 yugm2     20   0 1654152  38620   4140 S  93.8   1.0   0:06.14 wrk
14599 yugm2     20   0 1654152  38620   4140 S 106.2   1.0   0:07.35 wrk
14599 yugm2     20   0 1654152  38620   4140 S 100.0   1.0   0:08.55 wrk
14599 yugm2     20   0 1654152  54652   4140 S  88.2   1.5   0:09.79 wrk
14599 yugm2     20   0 1654152  54652   4140 S  94.1   1.5   0:10.98 wrk
14599 yugm2     20   0 1654152  54652   4140 S  88.9   1.5   0:12.19 wrk
14599 yugm2     20   0 1654152  54652   4140 S  88.2   1.5   0:13.39 wrk
14599 yugm2     20   0 1654152  54652   4140 S  70.6   1.5   0:14.35 wrk
14599 yugm2     20   0 1654152  54652   4140 S  25.0   1.5   0:14.96 wrk
14599 yugm2     20   0 1654152  54652   4140 S  52.9   1.5   0:15.51 wrk
14599 yugm2     20   0 1654152  54652   4140 S  23.5   1.5   0:16.02 wrk
14599 yugm2     20   0 1654152  54652   4140 S  37.5   1.5   0:16.67 wrk
14599 yugm2     20   0 1654152  54652   4140 S  35.3   1.5   0:17.11 wrk
14599 yugm2     20   0 1654152  54652   4140 S  43.8   1.5   0:17.61 wrk
14599 yugm2     20   0 1654152  54652   4140 S  62.5   1.5   0:18.11 wrk
14599 yugm2     20   0 1654152  54652   4140 S  37.5   1.5   0:19.00 wrk
14599 yugm2     20   0 1654152  54652   4140 S  47.1   1.5   0:19.74 wrk
14599 yugm2     20   0 1654152  54652   4140 S  29.4   1.5   0:20.34 wrk
14599 yugm2     20   0 1654152  54652   4140 S 133.3   1.5   0:21.44 wrk
