PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
85853 yugm2     20   0 1601696  14392   4124 S  72.2   0.4   0:00.13 wrk
85853 yugm2     20   0 1601696  26180   4124 S 152.6   0.7   0:02.15 wrk
85853 yugm2     20   0 1601696  26956   4124 S 111.1   0.7   0:04.08 wrk
85853 yugm2     20   0 1601696  33028   4124 S 161.1   0.9   0:05.76 wrk
85853 yugm2     20   0 1601696  38044   4124 S 121.1   1.0   0:07.62 wrk
85853 yugm2     20   0 1601696  43852   4124 S 157.1   1.2   0:09.81 wrk
85853 yugm2     20   0 1601696  49924   4124 S 145.0   1.3   0:12.04 wrk
85853 yugm2     20   0 1601696  61244   4124 S 190.0   1.6   0:14.37 wrk
85853 yugm2     20   0 1601696  62412   4124 S 155.6   1.7   0:16.49 wrk
85853 yugm2     20   0 1601696  68484   4124 S 123.5   1.8   0:18.46 wrk
85853 yugm2     20   0 1601696  68484   4124 S 100.0   1.8   0:19.41 wrk
85853 yugm2     20   0 1601696  68484   4124 S 122.2   1.8   0:21.23 wrk
85853 yugm2     20   0 1601696  68484   4124 S 134.8   1.8   0:23.78 wrk
85853 yugm2     20   0 1601696  68484   4124 S 168.2   1.8   0:26.30 wrk
85853 yugm2     20   0 1601696  68484   4124 S 161.9   1.8   0:28.90 wrk
85853 yugm2     20   0 1601696  68484   4124 S 140.0   1.8   0:31.14 wrk
85853 yugm2     20   0 1601696  68484   4124 S  88.9   1.8   0:32.95 wrk
85853 yugm2     20   0 1601696  68484   4124 S 111.1   1.8   0:33.91 wrk
85853 yugm2     20   0 1601696  68484   4124 S 145.0   1.8   0:36.16 wrk
85853 yugm2     20   0 1601696  68484   4124 S 155.0   1.8   0:38.74 wrk
85853 yugm2     20   0 1601696  68484   4124 S 173.7   1.8   0:41.17 wrk
