PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
86716 yugm2     20   0  346652   4652   4152 S   0.0   0.1   0:00.00 wrk
86716 yugm2     20   0  547308  53804   4152 S 105.9   1.4   0:00.30 wrk
86716 yugm2     20   0  547308  54228   4152 S  94.1   1.4   0:01.67 wrk
86716 yugm2     20   0  547308  54756   4152 S 100.0   1.5   0:02.93 wrk
86716 yugm2     20   0  547308  54756   4152 S  94.1   1.5   0:04.21 wrk
86716 yugm2     20   0  547308  55020   4152 S  94.1   1.5   0:05.44 wrk
86716 yugm2     20   0  547308  55284   4152 S 100.0   1.5   0:06.60 wrk
86716 yugm2     20   0  547308  55284   4152 S 100.0   1.5   0:07.79 wrk
86716 yugm2     20   0  547308  55740   4152 S 105.9   1.5   0:09.10 wrk
86716 yugm2     20   0  547308  55740   4152 S  17.6   1.5   0:09.94 wrk
86716 yugm2     20   0  547308  55996   4152 S  64.7   1.5   0:10.77 wrk
86716 yugm2     20   0  547308  55996   4152 S  94.1   1.5   0:11.57 wrk
86716 yugm2     20   0  547308  56260   4152 S 147.1   1.5   0:13.71 wrk
86716 yugm2     20   0  547308  56260   4152 S  88.2   1.5   0:14.98 wrk
86716 yugm2     20   0  547308  56260   4152 S  82.4   1.5   0:16.10 wrk
86716 yugm2     20   0  547308  56524   4152 S  88.2   1.5   0:17.21 wrk
86716 yugm2     20   0  547308  56788   4152 S  94.1   1.5   0:18.34 wrk
86716 yugm2     20   0  547308  56788   4152 S  52.9   1.5   0:19.04 wrk
86716 yugm2     20   0  547308  56788   4152 S  64.7   1.5   0:20.03 wrk
86716 yugm2     20   0  547308  56788   4152 S 135.3   1.5   0:21.18 wrk
86716 yugm2     20   0  547308  56788   4152 S 100.0   1.5   0:22.83 wrk
86716 yugm2     20   0  547308  56788   4152 S  88.2   1.5   0:23.97 wrk
86716 yugm2     20   0  547308  56788   4152 S  76.5   1.5   0:25.06 wrk
86716 yugm2     20   0  547308  56788   4152 S  82.4   1.5   0:26.20 wrk
