PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
79331 yugm2     20   0 1496832   7544   4204 S  75.0   0.2   0:00.12 wrk
79331 yugm2     20   0 1496832  16452   4204 S 100.0   0.4   0:01.69 wrk
79331 yugm2     20   0 1496832  20940   4204 S 105.9   0.6   0:03.35 wrk
79331 yugm2     20   0 1496832  25428   4204 S  94.1   0.7   0:04.87 wrk
79331 yugm2     20   0 1496832  25428   4204 S  94.4   0.7   0:06.28 wrk
79331 yugm2     20   0 1496832  29916   4204 S 100.0   0.8   0:07.87 wrk
79331 yugm2     20   0 1496832  29916   4204 S 106.2   0.8   0:09.55 wrk
79331 yugm2     20   0 1496832  29916   4204 S 105.9   0.8   0:10.91 wrk
79331 yugm2     20   0 1496832  29916   4204 S  94.1   0.8   0:12.60 wrk
79331 yugm2     20   0 1496832  29916   4204 S 105.9   0.8   0:14.16 wrk
79331 yugm2     20   0 1496832  29916   4204 S 100.0   0.8   0:15.80 wrk
79331 yugm2     20   0 1496832  29916   4204 S  94.4   0.8   0:17.50 wrk
79331 yugm2     20   0 1496832  29916   4204 S  94.1   0.8   0:19.05 wrk
79331 yugm2     20   0 1496832  29916   4204 S 100.0   0.8   0:20.61 wrk
79331 yugm2     20   0 1496832  29916   4204 S 105.9   0.8   0:22.49 wrk
79331 yugm2     20   0 1496832  29916   4204 S 100.0   0.8   0:24.27 wrk
79331 yugm2     20   0 1496832  29916   4204 S  94.4   0.8   0:25.90 wrk
79331 yugm2     20   0 1496832  29916   4204 S 100.0   0.8   0:27.79 wrk
79331 yugm2     20   0 1496832  29916   4204 S  94.1   0.8   0:29.35 wrk
