PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
03742 yugm2     20   0  346652   4652   4148 S   0.0   0.1   0:00.00 wrk
03742 yugm2     20   0 1319572   9328   4212 S  37.5   0.2   0:00.45 wrk
03742 yugm2     20   0 1319572  12448   4212 S  29.4   0.3   0:00.91 wrk
03742 yugm2     20   0 1319572  15616   4212 S  41.2   0.4   0:01.34 wrk
03742 yugm2     20   0 1319572  15876   4212 S  37.5   0.4   0:01.79 wrk
03742 yugm2     20   0 1319572  19044   4212 S  37.5   0.5   0:02.26 wrk
03742 yugm2     20   0 1319572  19308   4212 S  37.5   0.5   0:02.72 wrk
03742 yugm2     20   0 1319572  19308   4212 S  37.5   0.5   0:03.17 wrk
03742 yugm2     20   0 1319572  19572   4212 S  43.8   0.5   0:03.64 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:04.12 wrk
03742 yugm2     20   0 1319572  19572   4212 S  31.2   0.5   0:04.58 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:05.05 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:05.52 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:06.00 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:06.47 wrk
03742 yugm2     20   0 1319572  19572   4212 S  43.8   0.5   0:06.94 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:07.41 wrk
03742 yugm2     20   0 1319572  19572   4212 S  31.2   0.5   0:07.88 wrk
03742 yugm2     20   0 1319572  19572   4212 S  35.3   0.5   0:08.36 wrk
03742 yugm2     20   0 1319572  19572   4212 S  35.3   0.5   0:08.83 wrk
03742 yugm2     20   0 1319572  19572   4212 S  31.2   0.5   0:09.30 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:09.78 wrk
03742 yugm2     20   0 1319572  19572   4212 S  35.3   0.5   0:10.25 wrk
03742 yugm2     20   0 1319572  19572   4212 S  37.5   0.5   0:10.74 wrk
