PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
61993 yugm2     20   0 1287776 639684   4192 S  64.7  17.1   0:00.11 wrk
61993 yugm2     20   0 1287776 871152   4192 S  73.7  23.3   0:00.52 wrk
61993 yugm2     20   0 1287776 871416   4192 S  72.2  23.3   0:01.63 wrk
61993 yugm2     20   0 1287776 871416   4192 S  68.4  23.3   0:03.11 wrk
61993 yugm2     20   0 1287776 871416   4192 S  70.0  23.3   0:04.27 wrk
61993 yugm2     20   0 1287776 871416   4192 S  73.7  23.3   0:05.44 wrk
61993 yugm2     20   0 1287776 871416   4192 S  83.3  23.3   0:06.57 wrk
61993 yugm2     20   0 1287776 871416   4192 S  83.3  23.3   0:07.80 wrk
61993 yugm2     20   0 1287776 871416   4192 S  82.4  23.3   0:09.03 wrk
61993 yugm2     20   0 1287776 871416   4192 S  88.2  23.3   0:10.14 wrk
61993 yugm2     20   0 1287776 871416   4192 S  77.8  23.3   0:11.37 wrk
61993 yugm2     20   0 1287776 871416   4192 S  88.9  23.3   0:12.97 wrk
61993 yugm2     20   0 1287776 871636   4192 S  88.2  23.3   0:15.44 wrk
61993 yugm2     20   0 1287776 871636   4192 S  77.8  23.3   0:19.52 wrk
61993 yugm2     20   0 1287776 871636   4192 S  88.2  23.3   0:21.53 wrk
