00:35:52.747421 IP amd256.utah.cloudlab.us.42720 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3502904679:3502904738, ack 2243027438, win 502, options [nop,nop,TS val 3546325133 ecr 2574654898], length 59

00:35:52.747662 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.42720: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2574655058 ecr 3546325133], length 123

00:35:52.747682 IP amd256.utah.cloudlab.us.42720 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546325133 ecr 2574655058], length 0

00:35:52.747941 IP amd256.utah.cloudlab.us.42692 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1831524547:1831524606, ack 3133002620, win 502, options [nop,nop,TS val 3546325133 ecr 2574654898], length 59

00:35:52.747968 IP amd256.utah.cloudlab.us.42680 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1243332596:1243332655, ack 2081426690, win 502, options [nop,nop,TS val 3546325133 ecr 2574654897], length 59

00:35:52.748013 IP amd256.utah.cloudlab.us.42694 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 389278994:389279053, ack 875600730, win 502, options [nop,nop,TS val 3546325133 ecr 2574654898], length 59

00:35:52.748058 IP amd256.utah.cloudlab.us.42710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 4003597907:4003597966, ack 674073946, win 502, options [nop,nop,TS val 3546325134 ecr 2574654898], length 59

00:35:52.748109 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.42692: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2574655058 ecr 3546325133], length 123

00:35:52.748132 IP amd256.utah.cloudlab.us.42692 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546325134 ecr 2574655058], length 0

00:35:52.748146 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.42710: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2574655058 ecr 3546325134], length 123

00:35:52.748146 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.42680: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2574655058 ecr 3546325133], length 123

00:35:52.748158 IP amd256.utah.cloudlab.us.42710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3546325134 ecr 2574655058], length 0

