PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
48964 yugm2     20   0 1680248  95400   4252 S  88.9   2.6   0:00.84 wrk
48964 yugm2     20   0 1680248  98944   4252 S  82.4   2.6   0:02.16 wrk
48964 yugm2     20   0 1680248 100264   4252 S  82.4   2.7   0:03.33 wrk
48964 yugm2     20   0 1680248 101848   4252 S  82.4   2.7   0:04.52 wrk
48964 yugm2     20   0 1680248 101848   4252 S  83.3   2.7   0:05.75 wrk
48964 yugm2     20   0 1680248 102112   4252 S  82.4   2.7   0:06.86 wrk
48964 yugm2     20   0 1680248 102904   4252 S  77.8   2.8   0:08.13 wrk
48964 yugm2     20   0 1680248 108624   4252 S  82.4   2.9   0:09.38 wrk
48964 yugm2     20   0 1680248 108864   4252 S  76.5   2.9   0:10.56 wrk
48964 yugm2     20   0 1680248 110116   4252 S  82.4   2.9   0:11.88 wrk
48964 yugm2     20   0 1680248 110892   4252 S  82.4   3.0   0:13.09 wrk
48964 yugm2     20   0 1680248 112720   4252 S  72.2   3.0   0:14.35 wrk
48964 yugm2     20   0 1680248 113512   4252 S  47.6   3.0   0:15.26 wrk
48964 yugm2     20   0 1680248 113512   4252 S  50.0   3.0   0:16.24 wrk
48964 yugm2     20   0 1680248 114300   4252 S  58.8   3.1   0:17.25 wrk
48964 yugm2     20   0 1680248 115092   4252 S  70.6   3.1   0:18.45 wrk
48964 yugm2     20   0 1680248 115884   4252 S  64.7   3.1   0:19.69 wrk
48964 yugm2     20   0 1680248 116412   4252 S  64.7   3.1   0:21.60 wrk
