PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
30738 yugm2     20   0  978652  27492   4204 S  18.8   0.7   0:00.03 wrk
30738 yugm2     20   0  978652  29036   4204 S  76.5   0.8   0:00.77 wrk
30738 yugm2     20   0  978652  30060   4204 S  35.3   0.8   0:01.23 wrk
30738 yugm2     20   0  978652  31116   4204 S  35.3   0.8   0:01.88 wrk
30738 yugm2     20   0  978652  31644   4204 S 111.8   0.8   0:02.71 wrk
30738 yugm2     20   0  978652  34020   4204 S 105.9   0.9   0:04.31 wrk
30738 yugm2     20   0  978652  35340   4204 S  62.5   0.9   0:05.22 wrk
30738 yugm2     20   0  978652  35868   4204 S  68.8   1.0   0:06.08 wrk
30738 yugm2     20   0  978652  38540   4204 S  58.8   1.0   0:06.93 wrk
30738 yugm2     20   0  978652  39016   4204 S  64.7   1.0   0:07.79 wrk
30738 yugm2     20   0  978652  40336   4204 S  58.8   1.1   0:08.63 wrk
30738 yugm2     20   0  978652  40864   4204 S  64.7   1.1   0:09.46 wrk
30738 yugm2     20   0  978652  41920   4204 S  68.8   1.1   0:10.32 wrk
30738 yugm2     20   0  978652  42712   4204 S  68.8   1.1   0:11.12 wrk
30738 yugm2     20   0  978652  44296   4204 S  64.7   1.2   0:11.92 wrk
30738 yugm2     20   0  978652  44560   4204 S  58.8   1.2   0:12.73 wrk
30738 yugm2     20   0  978652  44560   4204 S  58.8   1.2   0:13.51 wrk
30738 yugm2     20   0  978652  44560   4204 S  64.7   1.2   0:14.31 wrk
30738 yugm2     20   0  978652  44824   4204 S  58.8   1.2   0:15.12 wrk
30738 yugm2     20   0  978652  44824   4204 S  52.9   1.2   0:15.90 wrk
30738 yugm2     20   0  978652  44824   4204 S  58.8   1.2   0:16.68 wrk
30738 yugm2     20   0  978652  44824   4204 S  58.8   1.2   0:17.46 wrk
30738 yugm2     20   0  978652  44824   4204 S  47.1   1.2   0:18.18 wrk
30738 yugm2     20   0  978652  44824   4204 S  52.9   1.2   0:18.90 wrk
