PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.00 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.01 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.02 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.03 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.04 wrk
19662 yugm2     20   0  158828   4796   4128 S   5.6   0.0   0:00.05 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.06 wrk
19662 yugm2     20   0  158828   4796   4128 S   0.0   0.0   0:00.07 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.08 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.10 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.9   0.0   0:00.12 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.13 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.9   0.0   0:00.14 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.9   0.0   0:00.16 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.17 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.18 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.19 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.21 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.22 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.23 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.25 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.26 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.28 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.29 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.30 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.31 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.33 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.34 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.35 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.37 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.39 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.40 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.41 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.43 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.44 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.45 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.47 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.48 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.6   0.0   0:00.50 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.52 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.6   0.0   0:00.53 wrk
19662 yugm2     20   0  158828   5748   4128 S   5.9   0.0   0:00.54 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.56 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.57 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.58 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.60 wrk
19662 yugm2     20   0  158828   5748   4128 S   0.0   0.0   0:00.61 wrk
