PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
86150 yugm2     20   0 1500584  19784   4164 S   6.2   0.5   0:00.01 wrk
86150 yugm2     20   0 1500584  26060   4164 S 142.1   0.7   0:01.90 wrk
86150 yugm2     20   0 1500584  31588   4164 S 150.0   0.8   0:03.88 wrk
86150 yugm2     20   0 1500584  35548   4164 S 150.0   1.0   0:06.01 wrk
86150 yugm2     20   0 1500584  39244   4164 S 144.4   1.0   0:08.01 wrk
86150 yugm2     20   0 1500584  44524   4164 S 166.7   1.2   0:09.98 wrk
86150 yugm2     20   0 1500584  47428   4164 S 131.6   1.3   0:11.95 wrk
86150 yugm2     20   0 1500584  50860   4164 S 150.0   1.4   0:13.93 wrk
86150 yugm2     20   0 1500584  55112   4164 S 144.4   1.5   0:15.89 wrk
86150 yugm2     20   0 1500584  55112   4164 S 133.3   1.5   0:17.90 wrk
86150 yugm2     20   0 1500584  55112   4164 S 125.0   1.5   0:19.91 wrk
86150 yugm2     20   0 1500584  55112   4164 S 144.4   1.5   0:21.91 wrk
86150 yugm2     20   0 1500584  55112   4164 S 138.9   1.5   0:23.78 wrk
86150 yugm2     20   0 1500584  55112   4164 S 155.6   1.5   0:25.68 wrk
86150 yugm2     20   0 1500584  55112   4164 S 147.1   1.5   0:27.60 wrk
86150 yugm2     20   0 1500584  55112   4164 S 136.8   1.5   0:29.51 wrk
86150 yugm2     20   0 1500584  55112   4164 S 152.9   1.5   0:31.33 wrk
86150 yugm2     20   0 1500584  55112   4164 S 144.4   1.5   0:33.24 wrk
86150 yugm2     20   0 1500584  55112   4164 S 138.9   1.5   0:35.15 wrk
86150 yugm2     20   0 1500584  55112   4164 S 150.0   1.5   0:37.04 wrk
86150 yugm2     20   0 1500584  55112   4164 S 150.0   1.5   0:38.96 wrk
86150 yugm2     20   0 1500584  55112   4164 S 138.9   1.5   0:40.87 wrk
86150 yugm2     20   0 1371888  12480   4164 R 126.3   0.3   0:42.79 wrk
