PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
67543 yugm2     20   0 1484984  11640   4216 S  43.8   0.3   0:00.07 wrk
67543 yugm2     20   0 1484984  15540   4216 S 141.2   0.4   0:01.71 wrk
67543 yugm2     20   0 1484984  23460   4216 S 115.8   0.6   0:03.44 wrk
67543 yugm2     20   0 1484984  27420   4216 S 122.2   0.7   0:05.11 wrk
67543 yugm2     20   0 1484984  31380   4216 S 129.4   0.8   0:06.79 wrk
67543 yugm2     20   0 1484984  36924   4216 S 117.6   1.0   0:08.42 wrk
67543 yugm2     20   0 1484984  39300   4216 S 111.1   1.1   0:10.08 wrk
67543 yugm2     20   0 1484984  39300   4216 S 123.5   1.1   0:11.72 wrk
67543 yugm2     20   0 1484984  39300   4216 S 111.8   1.1   0:13.30 wrk
67543 yugm2     20   0 1484984  39300   4216 S 116.7   1.1   0:14.92 wrk
67543 yugm2     20   0 1484984  39300   4216 S 129.4   1.1   0:16.51 wrk
67543 yugm2     20   0 1484984  39300   4216 S 135.3   1.1   0:18.11 wrk
67543 yugm2     20   0 1484984  39300   4216 S 123.5   1.1   0:19.73 wrk
67543 yugm2     20   0 1484984  39300   4216 S 117.6   1.1   0:21.21 wrk
67543 yugm2     20   0 1484984  39300   4216 S 117.6   1.1   0:22.77 wrk
67543 yugm2     20   0 1484984  39300   4216 S 135.3   1.1   0:24.41 wrk
67543 yugm2     20   0 1484984  39300   4216 S 123.5   1.1   0:26.03 wrk
67543 yugm2     20   0 1484984  39300   4216 S 116.7   1.1   0:27.69 wrk
67543 yugm2     20   0 1484984  39300   4216 S 100.0   1.1   0:29.25 wrk
67543 yugm2     20   0 1484984  39300   4216 S 123.5   1.1   0:30.82 wrk
67543 yugm2     20   0 1484984  39300   4216 S 117.6   1.1   0:32.36 wrk
67543 yugm2     20   0 1484984  39300   4216 S 129.4   1.1   0:33.98 wrk
67543 yugm2     20   0 1484984  39300   4216 S 116.7   1.1   0:35.58 wrk
