PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
30872 yugm2     20   0 1288296 871172   4232 S   0.0  23.3   0:00.21 wrk
30872 yugm2     20   0 1288296 871456   4232 S  83.3  23.3   0:05.75 wrk
30872 yugm2     20   0 1288296 871676   4232 S  83.3  23.3   0:13.02 wrk
30872 yugm2     20   0 1288296 871676   4232 S  88.2  23.3   0:16.08 wrk
30872 yugm2     20   0 1288296 871676   4232 S  88.2  23.3   0:17.83 wrk
30872 yugm2     20   0 1288296 871676   4232 S  83.3  23.3   0:19.13 wrk
30872 yugm2     20   0 1288296 871676   4232 S  83.3  23.3   0:20.53 wrk
30872 yugm2     20   0 1288296 871676   4232 S  83.3  23.3   0:22.29 wrk
30872 yugm2     20   0 1288296 871676   4232 S  78.9  23.3   0:23.62 wrk
30872 yugm2     20   0 1288296 871676   4232 S  83.3  23.3   0:24.86 wrk
