18:28:42.478976 IP amd256.utah.cloudlab.us.34931 > boss.utah.cloudlab.us.domain: 62468+ [1au] A? amd261.utah.cloudlab.us. (52)

18:28:42.479118 IP amd256.utah.cloudlab.us.40646 > boss.utah.cloudlab.us.domain: 52552+ [1au] AAAA? amd261.utah.cloudlab.us. (52)

18:28:42.479442 IP amd256.utah.cloudlab.us.60040 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1072080910, win 64240, options [mss 1460,sackOK,TS val 3697094865 ecr 0,nop,wscale 7], length 0

18:28:42.479560 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60040: Flags [S.], seq 402375820, ack 1072080911, win 65160, options [mss 1460,sackOK,TS val 2725424790 ecr 3697094865,nop,wscale 7], length 0

18:28:42.479595 IP amd256.utah.cloudlab.us.60040 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3697094865 ecr 2725424790], length 0

18:28:42.479631 IP amd256.utah.cloudlab.us.60040 > amd261.utah.cloudlab.us.8000: Flags [F.], seq 1, ack 1, win 502, options [nop,nop,TS val 3697094865 ecr 2725424790], length 0

18:28:42.479819 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60040: Flags [F.], seq 1, ack 2, win 510, options [nop,nop,TS val 2725424791 ecr 3697094865], length 0

18:28:42.479845 IP amd256.utah.cloudlab.us.60040 > amd261.utah.cloudlab.us.8000: Flags [.], ack 2, win 502, options [nop,nop,TS val 3697094865 ecr 2725424791], length 0

18:28:42.480164 IP amd256.utah.cloudlab.us.60056 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3970329729, win 64240, options [mss 1460,sackOK,TS val 3697094866 ecr 0,nop,wscale 7], length 0

18:28:42.480268 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60056: Flags [S.], seq 1029039447, ack 3970329730, win 65160, options [mss 1460,sackOK,TS val 2725424791 ecr 3697094866,nop,wscale 7], length 0

18:28:42.480299 IP amd256.utah.cloudlab.us.60056 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3697094866 ecr 2725424791], length 0

