PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
47491 yugm2     20   0 1112136 162980   4256 S   0.0   4.4   0:00.03 wrk
47491 yugm2     20   0 1112136 164752   4256 S 121.1   4.4   0:01.87 wrk
47491 yugm2     20   0 1112136 165544   4256 S 133.3   4.4   0:03.94 wrk
47491 yugm2     20   0 1112136 165544   4256 S 111.8   4.4   0:06.82 wrk
47491 yugm2     20   0 1112136 165544   4256 S 129.4   4.4   0:08.38 wrk
47491 yugm2     20   0 1112136 166336   4256 S 116.7   4.4   0:10.90 wrk
47491 yugm2     20   0 1112136 168184   4256 S 122.2   4.5   0:12.77 wrk
47491 yugm2     20   0 1112136 168184   4256 S 100.0   4.5   0:14.48 wrk
47491 yugm2     20   0 1112136 168880   4256 S  94.4   4.5   0:16.16 wrk
47491 yugm2     20   0 1112136 169144   4256 S  88.9   4.5   0:18.25 wrk
47491 yugm2     20   0 1112136 169408   4256 S 105.9   4.5   0:19.68 wrk
47491 yugm2     20   0 1112136 169672   4256 S 105.9   4.5   0:21.29 wrk
47491 yugm2     20   0 1112136 169672   4256 S 111.1   4.5   0:24.57 wrk
47491 yugm2     20   0 1112136 170464   4256 S  94.1   4.6   0:29.92 wrk
