PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
17056 yugm2     20   0 1189188 163200   4216 S 170.6   4.4   0:00.32 wrk
17056 yugm2     20   0 1189188 165240   4216 S 152.6   4.4   0:02.77 wrk
17056 yugm2     20   0 1189188 166824   4216 S 138.9   4.5   0:05.41 wrk
17056 yugm2     20   0 1189188 166824   4216 S 115.0   4.5   0:07.90 wrk
17056 yugm2     20   0 1189188 166824   4216 S 136.8   4.5   0:11.04 wrk
17056 yugm2     20   0 1189188 169224   4216 S 133.3   4.5   0:13.37 wrk
17056 yugm2     20   0 1189188 169892   4216 S 127.8   4.5   0:15.62 wrk
17056 yugm2     20   0 1189188 170148   4216 S 122.2   4.5   0:17.71 wrk
17056 yugm2     20   0 1189188 170652   4216 S 116.7   4.6   0:20.35 wrk
17056 yugm2     20   0 1189188 171444   4216 S 131.6   4.6   0:22.38 wrk
17056 yugm2     20   0 1189188 171444   4216 S 105.3   4.6   0:24.28 wrk
17056 yugm2     20   0 1189188 171972   4216 S 116.7   4.6   0:27.90 wrk
17056 yugm2     20   0 1189188 173292   4216 S 126.3   4.6   0:33.79 wrk
17056 yugm2     20   0 1189188 173292   4216 S 111.8   4.6   0:36.15 wrk
