PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
06758 yugm2     20   0  822408 101176   4160 S   6.2   2.7   0:00.01 wrk
06758 yugm2     20   0  822408 101848   4160 S 130.4   2.7   0:01.49 wrk
06758 yugm2     20   0  822408 103880   4160 S 120.8   2.8   0:04.86 wrk
06758 yugm2     20   0  822408 105200   4160 S 128.0   2.8   0:08.01 wrk
06758 yugm2     20   0  822408 106256   4160 S 137.5   2.8   0:11.41 wrk
06758 yugm2     20   0  822408 108416   4160 S 132.0   2.9   0:14.93 wrk
06758 yugm2     20   0  822408 109208   4160 S 176.5   2.9   0:17.11 wrk
06758 yugm2     20   0  822408 110528   4160 S 134.8   3.0   0:20.23 wrk
06758 yugm2     20   0  822408 111584   4160 S 126.1   3.0   0:23.67 wrk
06758 yugm2     20   0  822408 112376   4160 S 130.4   3.0   0:26.94 wrk
06758 yugm2     20   0  822408 113696   4160 S 125.0   3.0   0:30.04 wrk
06758 yugm2     20   0  822408 113960   4160 S 158.8   3.0   0:32.17 wrk
06758 yugm2     20   0  822408 114752   4160 S 150.0   3.1   0:35.41 wrk
06758 yugm2     20   0  822408 115016   4160 S 123.1   3.1   0:38.93 wrk
06758 yugm2     20   0  822408 115016   4160 S 142.9   3.1   0:42.35 wrk
06758 yugm2     20   0  822408 115280   4160 S 126.1   3.1   0:45.53 wrk
