PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
26728 yugm2     20   0  388272   4960   4204 R   0.0   0.1   0:00.00 wrk
26728 yugm2     20   0 1100252   7824   4204 S  50.0   0.2   0:00.65 wrk
26728 yugm2     20   0 1100252   7824   4204 S  53.3   0.2   0:01.34 wrk
26728 yugm2     20   0 1100252  10464   4204 S  50.0   0.3   0:02.04 wrk
26728 yugm2     20   0 1100252  13104   4204 S  50.0   0.4   0:02.75 wrk
26728 yugm2     20   0 1100252  15480   4204 S  56.2   0.4   0:03.44 wrk
26728 yugm2     20   0 1100252  18120   4204 S  50.0   0.5   0:04.08 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:04.75 wrk
26728 yugm2     20   0 1100252  18384   4204 S  52.9   0.5   0:05.47 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:06.23 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:06.90 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:07.45 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:08.07 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:08.75 wrk
26728 yugm2     20   0 1100252  18384   4204 S  60.0   0.5   0:09.43 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:10.11 wrk
26728 yugm2     20   0 1100252  18384   4204 S  60.0   0.5   0:10.82 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:11.53 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:12.25 wrk
26728 yugm2     20   0 1100252  18384   4204 S  56.2   0.5   0:12.96 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:13.66 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:14.33 wrk
26728 yugm2     20   0 1100252  18384   4204 S  50.0   0.5   0:15.04 wrk
26728 yugm2     20   0 1100252  18384   4204 S  47.1   0.5   0:15.74 wrk
26728 yugm2     20   0 1100252  18384   4204 S  66.7   0.5   0:16.45 wrk
