PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
94712 yugm2     20   0 1627836  39044   4200 S   5.9   1.0   0:00.01 wrk
94712 yugm2     20   0 1627836  47372   4200 S 138.1   1.3   0:02.06 wrk
94712 yugm2     20   0 1627836  51028   4200 S 145.0   1.4   0:04.20 wrk
94712 yugm2     20   0 1627836  54196   4200 S 142.1   1.4   0:06.23 wrk
94712 yugm2     20   0 1627836  57892   4200 S 136.8   1.5   0:08.22 wrk
94712 yugm2     20   0 1627836  60532   4200 S 120.0   1.6   0:10.12 wrk
94712 yugm2     20   0 1627836  64228   4200 S 126.3   1.7   0:12.03 wrk
94712 yugm2     20   0 1627836  67660   4200 S 115.8   1.8   0:13.69 wrk
94712 yugm2     20   0 1627836  73760   4200 S 131.6   2.0   0:15.62 wrk
94712 yugm2     20   0 1627836  76400   4200 S 126.3   2.0   0:17.47 wrk
94712 yugm2     20   0 1627836  78216   4200 S 121.1   2.1   0:19.29 wrk
94712 yugm2     20   0 1627836  82968   4200 S 115.8   2.2   0:21.06 wrk
94712 yugm2     20   0 1627836  85608   4200 S 122.2   2.3   0:22.79 wrk
94712 yugm2     20   0 1627836  86928   4200 S 127.8   2.3   0:24.50 wrk
94712 yugm2     20   0 1627836  88776   4200 S 129.4   2.4   0:26.11 wrk
94712 yugm2     20   0 1627836  90888   4200 S 116.7   2.4   0:27.70 wrk
94712 yugm2     20   0 1627836  90888   4200 S 110.5   2.4   0:29.28 wrk
94712 yugm2     20   0 1627836  91152   4200 S 116.7   2.4   0:30.90 wrk
94712 yugm2     20   0 1627836  91152   4200 S 111.1   2.4   0:32.48 wrk
94712 yugm2     20   0 1627836  91152   4200 S 100.0   2.4   0:34.02 wrk
94712 yugm2     20   0 1627836  91152   4200 S 123.5   2.4   0:35.54 wrk
94712 yugm2     20   0 1627836  91152   4200 S 116.7   2.4   0:37.07 wrk
