20:10:51.410160 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34648: Flags [P.], seq 2293738154:2293738277, ack 4134762876, win 509, options [nop,nop,TS val 3163553720 ecr 4135222794], length 123

20:10:51.410195 IP amd256.utah.cloudlab.us.34648 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223796 ecr 3163553720], length 0

20:10:51.410267 IP amd256.utah.cloudlab.us.34648 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223796 ecr 3163553720], length 54

20:10:51.410329 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34648: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553721 ecr 4135223796], length 0

20:10:51.414749 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34662: Flags [P.], seq 1839681598:1839681721, ack 1019401405, win 509, options [nop,nop,TS val 3163553725 ecr 4135222799], length 123

20:10:51.414774 IP amd256.utah.cloudlab.us.34662 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223800 ecr 3163553725], length 0

20:10:51.414829 IP amd256.utah.cloudlab.us.34662 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223800 ecr 3163553725], length 54

20:10:51.414881 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34662: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553725 ecr 4135223800], length 0

20:10:51.420267 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34672: Flags [P.], seq 4064464032:4064464155, ack 1941095451, win 509, options [nop,nop,TS val 3163553731 ecr 4135222805], length 123

20:10:51.420292 IP amd256.utah.cloudlab.us.34672 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223806 ecr 3163553731], length 0

20:10:51.420348 IP amd256.utah.cloudlab.us.34672 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223806 ecr 3163553731], length 54

20:10:51.420398 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34672: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553731 ecr 4135223806], length 0

20:10:51.424790 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34678: Flags [P.], seq 3764060851:3764060974, ack 4281707737, win 509, options [nop,nop,TS val 3163553735 ecr 4135222809], length 123

20:10:51.424817 IP amd256.utah.cloudlab.us.34678 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223810 ecr 3163553735], length 0

20:10:51.424863 IP amd256.utah.cloudlab.us.34678 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223810 ecr 3163553735], length 54

20:10:51.424922 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34678: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553735 ecr 4135223810], length 0

20:10:51.429162 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34680: Flags [P.], seq 3303541750:3303541873, ack 1826372834, win 509, options [nop,nop,TS val 3163553740 ecr 4135222814], length 123

20:10:51.429187 IP amd256.utah.cloudlab.us.34680 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223815 ecr 3163553740], length 0

20:10:51.429243 IP amd256.utah.cloudlab.us.34680 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223815 ecr 3163553740], length 54

20:10:51.429300 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34680: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553740 ecr 4135223815], length 0

20:10:51.434737 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34696: Flags [P.], seq 3199016545:3199016668, ack 3296867661, win 509, options [nop,nop,TS val 3163553745 ecr 4135222819], length 123

20:10:51.434763 IP amd256.utah.cloudlab.us.34696 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223820 ecr 3163553745], length 0

20:10:51.434826 IP amd256.utah.cloudlab.us.34696 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223820 ecr 3163553745], length 54

20:10:51.434885 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34696: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553745 ecr 4135223820], length 0

20:10:51.439154 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34712: Flags [S.], seq 2464020122, ack 3839373592, win 65160, options [mss 1460,sackOK,TS val 3163553750 ecr 4135222824,nop,wscale 7], length 0

20:10:51.439209 IP amd256.utah.cloudlab.us.34712 > amd261.utah.cloudlab.us.8001: Flags [.], ack 1, win 502, options [nop,nop,TS val 4135223825 ecr 3163553750], length 0

20:10:51.439253 IP amd256.utah.cloudlab.us.34712 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 1, win 502, options [nop,nop,TS val 4135223825 ecr 3163553750], length 54

20:10:51.439698 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34712: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553750 ecr 4135223825], length 0

20:10:51.448968 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34738: Flags [P.], seq 3074626499:3074626622, ack 1802573063, win 509, options [nop,nop,TS val 3163553759 ecr 4135222834], length 123

20:10:51.448995 IP amd256.utah.cloudlab.us.34738 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223834 ecr 3163553759], length 0

20:10:51.449056 IP amd256.utah.cloudlab.us.34738 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223835 ecr 3163553759], length 54

20:10:51.449196 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34738: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553760 ecr 4135223835], length 0

20:10:51.454684 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34746: Flags [P.], seq 3097596142:3097596265, ack 437806368, win 509, options [nop,nop,TS val 3163553765 ecr 4135222839], length 123

20:10:51.454712 IP amd256.utah.cloudlab.us.34746 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135223840 ecr 3163553765], length 0

20:10:51.454770 IP amd256.utah.cloudlab.us.34746 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135223840 ecr 3163553765], length 54

20:10:51.454808 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34746: Flags [.], ack 55, win 509, options [nop,nop,TS val 3163553765 ecr 4135223840], length 0

20:10:51.455052 IP amd256.utah.cloudlab.us.34722 > amd261.utah.cloudlab.us.8001: Flags [S], seq 2028505177, win 64240, options [mss 1460,sackOK,TS val 4135223841 ecr 0,nop,wscale 7], length 0

20:10:51.455153 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.34722: Flags [S.], seq 4278983772, ack 2028505178, win 65160, options [mss 1460,sackOK,TS val 3163553766 ecr 4135222829,nop,wscale 7], length 0

20:10:51.455210 IP amd256.utah.cloudlab.us.34722 > amd261.utah.cloudlab.us.8001: Flags [.], ack 1, win 502, options [nop,nop,TS val 4135223841 ecr 3163553766], length 0

20:10:51.455248 IP amd256.utah.cloudlab.us.34722 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 1, win 502, options [nop,nop,TS val 4135223841 ecr 3163553766], length 54

