PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
95613 yugm2     20   0  464148   4664   4164 S   0.0   0.1   0:00.00 wrk
95613 yugm2     20   0  564996  74680   4164 S 105.6   2.0   0:00.94 wrk
95613 yugm2     20   0  564996  74680   4164 S 100.0   2.0   0:03.85 wrk
95613 yugm2     20   0  564996  74680   4164 S  88.2   2.0   0:06.14 wrk
95613 yugm2     20   0  564996  74680   4164 S 100.0   2.0   0:07.48 wrk
95613 yugm2     20   0  564996  74680   4164 S  94.1   2.0   0:09.19 wrk
95613 yugm2     20   0  564996  75128   4164 S  94.1   2.0   0:13.02 wrk
95613 yugm2     20   0  564996  75128   4164 S  76.5   2.0   0:16.29 wrk
95613 yugm2     20   0  564996  75128   4164 S  58.8   2.0   0:21.26 wrk
95613 yugm2     20   0  564996  75128   4164 S  47.1   2.0   0:22.42 wrk
