PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
05434 yugm2     20   0  672608 102964   4160 S  12.5   2.8   0:00.02 wrk
05434 yugm2     20   0  672608 103160   4160 S 130.0   2.8   0:01.17 wrk
05434 yugm2     20   0  672608 104080   4160 S 131.8   2.8   0:03.81 wrk
05434 yugm2     20   0  672608 104608   4160 S 140.9   2.8   0:06.68 wrk
05434 yugm2     20   0  672608 104608   4160 S 145.0   2.8   0:09.21 wrk
05434 yugm2     20   0  672608 105136   4160 S 133.3   2.8   0:11.85 wrk
05434 yugm2     20   0  672608 106112   4160 S 131.8   2.8   0:15.01 wrk
05434 yugm2     20   0  672608 106336   4160 S 123.8   2.8   0:17.85 wrk
05434 yugm2     20   0  672608 106864   4160 S 150.0   2.9   0:20.65 wrk
05434 yugm2     20   0  672608 107128   4160 S 135.0   2.9   0:23.17 wrk
05434 yugm2     20   0  672608 107656   4160 S 127.3   2.9   0:26.00 wrk
05434 yugm2     20   0  672608 107920   4160 S 142.9   2.9   0:28.87 wrk
05434 yugm2     20   0  672608 108184   4160 S 142.9   2.9   0:31.54 wrk
05434 yugm2     20   0  672608 108712   4160 S 123.8   2.9   0:34.35 wrk
05434 yugm2     20   0  672608 108712   4160 S 140.0   2.9   0:37.04 wrk
05434 yugm2     20   0  672608 108976   4160 S 142.1   2.9   0:39.49 wrk
05434 yugm2     20   0  672608 108976   4160 S 147.6   2.9   0:42.09 wrk
05434 yugm2     20   0  672608 108976   4160 S 166.7   2.9   0:44.80 wrk
