PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
81312 yugm2     20   0 6307052 984212   4228 S  88.9  26.3   0:03.97 wrk
81312 yugm2     20   0 6307052 984212   4228 S 100.0  26.3   0:05.20 wrk
81312 yugm2     20   0 6307052 984212   4228 S  94.4  26.3   0:06.42 wrk
81312 yugm2     20   0 6307052 984212   4228 S  88.9  26.3   0:07.59 wrk
81312 yugm2     20   0 6307052 984476   4228 S  94.4  26.3   0:08.78 wrk
81312 yugm2     20   0 6307052 987024   4228 S  89.5  26.4   0:10.00 wrk
81312 yugm2     20   0 6307052 987024   4228 S  89.5  26.4   0:11.19 wrk
81312 yugm2     20   0 6307052 987024   4228 S  88.9  26.4   0:12.37 wrk
81312 yugm2     20   0 6307052 987024   4228 S  88.9  26.4   0:13.55 wrk
81312 yugm2     20   0 6307052 987024   4228 S  94.4  26.4   0:14.75 wrk
81312 yugm2     20   0 6307052 987288   4228 S  88.9  26.4   0:15.96 wrk
81312 yugm2     20   0 6307052 987288   4228 S  94.4  26.4   0:17.16 wrk
81312 yugm2     20   0 6307052 987288   4228 S  94.4  26.4   0:18.33 wrk
81312 yugm2     20   0 6307052 987288   4228 S  94.4  26.4   0:19.56 wrk
81312 yugm2     20   0 6307052 987288   4228 S  88.9  26.4   0:20.72 wrk
81312 yugm2     20   0 6307052 987288   4228 S  94.4  26.4   0:21.92 wrk
81312 yugm2     20   0 6307052 987552   4228 S  88.9  26.4   0:23.12 wrk
81312 yugm2     20   0 6307052 987552   4228 S  89.5  26.4   0:24.30 wrk
81312 yugm2     20   0 6307052 987552   4228 S  84.2  26.4   0:25.47 wrk
81312 yugm2     20   0 5263604 222456   4228 S   0.0   5.9   0:26.33 wrk
