PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
47667 yugm2     20   0 1089752 512948   4164 S  47.1  13.7   0:00.08 wrk
47667 yugm2     20   0 1089752 521288   4164 S 120.0  13.9   0:01.33 wrk
47667 yugm2     20   0 1089752 521584   4164 S 126.1  13.9   0:04.17 wrk
47667 yugm2     20   0 1089752 521584   4164 S 116.7  13.9   0:07.03 wrk
47667 yugm2     20   0 1089752 521848   4164 S 127.3  13.9   0:09.63 wrk
47667 yugm2     20   0 1089752 521848   4164 S 122.7  13.9   0:12.54 wrk
47667 yugm2     20   0 1089752 522340   4164 S 120.8  14.0   0:15.41 wrk
47667 yugm2     20   0 1089752 522340   4164 S 123.8  14.0   0:18.04 wrk
47667 yugm2     20   0 1089752 522340   4164 S 138.1  14.0   0:20.68 wrk
47667 yugm2     20   0 1089752 522340   4164 S 136.4  14.0   0:23.32 wrk
47667 yugm2     20   0 1089752 522788   4164 S 122.7  14.0   0:25.95 wrk
47667 yugm2     20   0 1089752 523048   4164 S 140.9  14.0   0:28.72 wrk
47667 yugm2     20   0 1089752 523048   4164 S 171.4  14.0   0:31.42 wrk
47667 yugm2     20   0 1089752 523048   4164 S 140.0  14.0   0:34.06 wrk
47667 yugm2     20   0 1089752 523048   4164 S 142.9  14.0   0:36.77 wrk
47667 yugm2     20   0 1089752 523048   4164 S 128.6  14.0   0:39.62 wrk
47667 yugm2     20   0 1089752 523048   4164 S 133.3  14.0   0:42.42 wrk
