PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
50570 yugm2     20   0  497372   4692   4192 S   0.0   0.1   0:00.00 wrk
50570 yugm2     20   0  497372   5212   4192 S  12.5   0.1   0:00.11 wrk
50570 yugm2     20   0  497372   5212   4192 S  12.5   0.1   0:00.22 wrk
50570 yugm2     20   0  497372   5740   4192 S  12.5   0.2   0:00.34 wrk
50570 yugm2     20   0  497372   6268   4192 S   6.7   0.2   0:00.44 wrk
50570 yugm2     20   0  497372   6796   4192 S   6.2   0.2   0:00.56 wrk
50570 yugm2     20   0  497372   6796   4192 S   6.2   0.2   0:00.67 wrk
50570 yugm2     20   0  497372   6796   4192 S  12.5   0.2   0:00.79 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:00.90 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:01.01 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:01.12 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.7   0.2   0:01.24 wrk
50570 yugm2     20   0  497372   7324   4192 S  12.5   0.2   0:01.36 wrk
50570 yugm2     20   0  497372   7324   4192 S  12.5   0.2   0:01.46 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.7   0.2   0:01.57 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.7   0.2   0:01.69 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.7   0.2   0:01.80 wrk
50570 yugm2     20   0  497372   7324   4192 S  13.3   0.2   0:01.92 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:02.03 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:02.14 wrk
50570 yugm2     20   0  497372   7324   4192 S  13.3   0.2   0:02.26 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.7   0.2   0:02.37 wrk
50570 yugm2     20   0  497372   7324   4192 S  13.3   0.2   0:02.49 wrk
50570 yugm2     20   0  497372   7324   4192 S   6.2   0.2   0:02.60 wrk
50570 yugm2     20   0  497372   7324   4192 S  12.5   0.2   0:02.72 wrk
