PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
40020 yugm2     20   0  346652   4664   4160 S   0.0   0.1   0:00.00 wrk
40020 yugm2     20   0 1152384  52816   4224 S  83.3   1.4   0:01.19 wrk
40020 yugm2     20   0 1152384  53608   4224 S  83.3   1.4   0:02.48 wrk
40020 yugm2     20   0 1152384  55192   4224 S  83.3   1.5   0:04.03 wrk
40020 yugm2     20   0 1152384  55720   4224 S  82.4   1.5   0:05.45 wrk
40020 yugm2     20   0 1152384  57304   4224 S  76.5   1.5   0:06.71 wrk
40020 yugm2     20   0 1152384  59340   4224 S  47.1   1.6   0:07.77 wrk
40020 yugm2     20   0 1152384  59788   4224 S  58.8   1.6   0:09.03 wrk
40020 yugm2     20   0 1152384  60844   4224 S  58.8   1.6   0:10.24 wrk
40020 yugm2     20   0 1152384  61372   4224 S  64.7   1.6   0:11.11 wrk
40020 yugm2     20   0 1152384  61900   4224 S  58.8   1.7   0:11.97 wrk
40020 yugm2     20   0 1152384  62428   4224 S  58.8   1.7   0:12.95 wrk
40020 yugm2     20   0 1152384  62692   4224 S  58.8   1.7   0:13.78 wrk
40020 yugm2     20   0 1152384  62956   4224 S  58.8   1.7   0:14.60 wrk
40020 yugm2     20   0 1152384  62956   4224 S  52.9   1.7   0:15.38 wrk
40020 yugm2     20   0 1152384  64012   4224 S  58.8   1.7   0:16.14 wrk
40020 yugm2     20   0 1152384  64276   4224 S  52.9   1.7   0:16.86 wrk
40020 yugm2     20   0 1152384  64540   4224 S  52.9   1.7   0:17.59 wrk
40020 yugm2     20   0 1152384  64540   4224 S  47.1   1.7   0:18.28 wrk
40020 yugm2     20   0 1152384  65068   4224 S  52.9   1.7   0:18.97 wrk
40020 yugm2     20   0 1152384  65068   4224 S  47.1   1.7   0:19.56 wrk
