PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.00 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   4648   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.01 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.02 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
37567 yugm2     20   0   84512   5088   3972 S   0.0   0.0   0:00.03 wrk
