PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
69468 yugm2     20   0 1081552 208576   4224 R  17.6   5.6   0:00.03 wrk
69468 yugm2     20   0 3247980 920508   4224 S 105.0  24.6   0:00.68 wrk
69468 yugm2     20   0 3247980 921564   4224 S  94.7  24.6   0:02.03 wrk
69468 yugm2     20   0 3247980 921828   4224 S  94.4  24.6   0:03.27 wrk
69468 yugm2     20   0 3247980 922092   4224 S 100.0  24.6   0:04.57 wrk
69468 yugm2     20   0 3247980 922620   4224 S  94.4  24.7   0:05.90 wrk
69468 yugm2     20   0 3247980 922620   4224 S  80.0  24.7   0:07.25 wrk
69468 yugm2     20   0 3247980 923148   4224 S 100.0  24.7   0:08.56 wrk
69468 yugm2     20   0 3247980 923412   4224 S  94.4  24.7   0:09.81 wrk
69468 yugm2     20   0 3247980 924652   4224 S 100.0  24.7   0:11.12 wrk
69468 yugm2     20   0 3247980 924652   4224 S  85.0  24.7   0:12.40 wrk
69468 yugm2     20   0 3247980 925180   4224 S  89.5  24.7   0:13.72 wrk
69468 yugm2     20   0 3247980 925180   4224 S  89.5  24.7   0:15.01 wrk
69468 yugm2     20   0 3247980 925708   4224 S  83.3  24.7   0:16.25 wrk
69468 yugm2     20   0 3247980 925972   4224 S 100.0  24.8   0:17.52 wrk
69468 yugm2     20   0 3247980 926236   4224 S 100.0  24.8   0:18.86 wrk
69468 yugm2     20   0 3247980 926764   4224 S  89.5  24.8   0:20.11 wrk
69468 yugm2     20   0 3247980 927028   4224 S  94.4  24.8   0:21.49 wrk
69468 yugm2     20   0 3247980 927292   4224 S  94.4  24.8   0:22.85 wrk
69468 yugm2     20   0 3247980 927556   4224 S  94.4  24.8   0:24.49 wrk
69468 yugm2     20   0 3247980 928084   4224 S 100.0  24.8   0:25.79 wrk
69468 yugm2     20   0 3247980 928084   4224 S  95.0  24.8   0:27.11 wrk
69468 yugm2     20   0 1946188 267680   4224 S   0.0   7.2   0:27.71 wrk
