12:21:29.866434 IP amd256.utah.cloudlab.us.43664 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1937273935, win 64240, options [mss 1460,sackOK,TS val 3588662252 ecr 0,nop,wscale 7], length 0

12:21:29.866524 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43664: Flags [S.], seq 4059500500, ack 1937273936, win 65160, options [mss 1460,sackOK,TS val 2616992177 ecr 3588662252,nop,wscale 7], length 0

12:21:29.866561 IP amd256.utah.cloudlab.us.43664 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3588662252 ecr 2616992177], length 0

12:21:29.866574 IP amd256.utah.cloudlab.us.43664 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3588662252 ecr 2616992177], length 59

12:21:29.866626 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43664: Flags [.], ack 60, win 509, options [nop,nop,TS val 2616992177 ecr 3588662252], length 0

12:21:29.866711 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43664: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2616992177 ecr 3588662252], length 123

12:21:29.866716 IP amd256.utah.cloudlab.us.43664 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3588662252 ecr 2616992177], length 0

12:21:29.871843 IP amd256.utah.cloudlab.us.43670 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3454141909, win 64240, options [mss 1460,sackOK,TS val 3588662257 ecr 0,nop,wscale 7], length 0

12:21:29.871941 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43670: Flags [S.], seq 985432446, ack 3454141910, win 65160, options [mss 1460,sackOK,TS val 2616992182 ecr 3588662257,nop,wscale 7], length 0

12:21:29.871979 IP amd256.utah.cloudlab.us.43670 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3588662257 ecr 2616992182], length 0

12:21:29.872029 IP amd256.utah.cloudlab.us.43670 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3588662257 ecr 2616992182], length 59

12:21:29.872111 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43670: Flags [.], ack 60, win 509, options [nop,nop,TS val 2616992182 ecr 3588662257], length 0

12:21:29.872207 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43670: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2616992182 ecr 3588662257], length 123

12:21:29.872227 IP amd256.utah.cloudlab.us.43670 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3588662258 ecr 2616992182], length 0

12:21:29.876372 IP amd256.utah.cloudlab.us.43682 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1246947988, win 64240, options [mss 1460,sackOK,TS val 3588662262 ecr 0,nop,wscale 7], length 0

12:21:29.876467 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43682: Flags [S.], seq 1842198350, ack 1246947989, win 65160, options [mss 1460,sackOK,TS val 2616992187 ecr 3588662262,nop,wscale 7], length 0

12:21:29.876500 IP amd256.utah.cloudlab.us.43682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3588662262 ecr 2616992187], length 0

12:21:29.876522 IP amd256.utah.cloudlab.us.43682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3588662262 ecr 2616992187], length 59

12:21:29.876592 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43682: Flags [.], ack 60, win 509, options [nop,nop,TS val 2616992187 ecr 3588662262], length 0

12:21:29.876744 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43682: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2616992187 ecr 3588662262], length 123

12:21:29.876760 IP amd256.utah.cloudlab.us.43682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3588662262 ecr 2616992187], length 0

12:21:29.881934 IP amd256.utah.cloudlab.us.43696 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4197328736, win 64240, options [mss 1460,sackOK,TS val 3588662267 ecr 0,nop,wscale 7], length 0

12:21:29.882063 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43696: Flags [S.], seq 3552083673, ack 4197328737, win 65160, options [mss 1460,sackOK,TS val 2616992192 ecr 3588662267,nop,wscale 7], length 0

12:21:29.882101 IP amd256.utah.cloudlab.us.43696 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3588662268 ecr 2616992192], length 0

12:21:29.882121 IP amd256.utah.cloudlab.us.43696 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3588662268 ecr 2616992192], length 59

12:21:29.882217 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43696: Flags [.], ack 60, win 509, options [nop,nop,TS val 2616992192 ecr 3588662268], length 0

12:21:29.882398 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.43696: Flags [P.], seq 1:124, ack 60, win 509, options [nop,nop,TS val 2616992193 ecr 3588662268], length 123

12:21:29.882415 IP amd256.utah.cloudlab.us.43696 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3588662268 ecr 2616992193], length 0

