PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.00 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.01 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.02 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.03 wrk
06170 yugm2     20   0  604724   4952   4016 S   5.9   0.0   0:00.05 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.06 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.08 wrk
06170 yugm2     20   0  604724   4952   4016 S   0.0   0.0   0:00.09 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.12 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.14 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.18 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.20 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.24 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.26 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.29 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.32 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.36 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.39 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.42 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.44 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.47 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.51 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.53 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.56 wrk
06170 yugm2     20   0  604724   7032   4016 S  11.8   0.0   0:00.60 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.62 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.65 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.68 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.71 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.75 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.78 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.80 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.83 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.86 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:00.90 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.92 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.6   0.0   0:00.95 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:00.98 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.01 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.04 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.6   0.0   0:01.07 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.10 wrk
06170 yugm2     20   0  604724   7032   4016 S   5.9   0.0   0:01.13 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.16 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.18 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.22 wrk
06170 yugm2     20   0  604724   7032   4016 S   0.0   0.0   0:01.24 wrk
