20:19:57.991952 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48288: Flags [P.], seq 1664548575:1664548698, ack 1660389120, win 509, options [nop,nop,TS val 3164100302 ecr 4135769377], length 123

20:19:57.991979 IP amd256.utah.cloudlab.us.48288 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770377 ecr 3164100302], length 0

20:19:57.992019 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48282: Flags [P.], seq 3714736460:3714736583, ack 2459639788, win 509, options [nop,nop,TS val 3164100302 ecr 4135769377], length 123

20:19:57.992051 IP amd256.utah.cloudlab.us.48282 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770377 ecr 3164100302], length 0

20:19:57.992076 IP amd256.utah.cloudlab.us.48288 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770378 ecr 3164100302], length 54

20:19:57.992134 IP amd256.utah.cloudlab.us.48282 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770378 ecr 3164100302], length 54

20:19:57.992160 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48288: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100303 ecr 4135770378], length 0

20:19:57.992213 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48282: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100303 ecr 4135770378], length 0

20:19:57.997535 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48310: Flags [P.], seq 576716688:576716811, ack 1213189048, win 509, options [nop,nop,TS val 3164100308 ecr 4135769382], length 123

20:19:57.997540 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48294: Flags [P.], seq 795824626:795824749, ack 290223379, win 509, options [nop,nop,TS val 3164100308 ecr 4135769382], length 123

20:19:57.997560 IP amd256.utah.cloudlab.us.48310 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770383 ecr 3164100308], length 0

20:19:57.997570 IP amd256.utah.cloudlab.us.48294 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770383 ecr 3164100308], length 0

20:19:57.997618 IP amd256.utah.cloudlab.us.48310 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770383 ecr 3164100308], length 54

20:19:57.997625 IP amd256.utah.cloudlab.us.48294 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770383 ecr 3164100308], length 54

20:19:57.997678 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48294: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100308 ecr 4135770383], length 0

20:19:57.997693 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48310: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100308 ecr 4135770383], length 0

20:19:58.002910 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48342: Flags [P.], seq 3244648877:3244649000, ack 3364501295, win 509, options [nop,nop,TS val 3164100313 ecr 4135769388], length 123

20:19:58.002926 IP amd256.utah.cloudlab.us.48342 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770388 ecr 3164100313], length 0

20:19:58.002946 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48326: Flags [P.], seq 165510700:165510823, ack 3719910166, win 509, options [nop,nop,TS val 3164100313 ecr 4135769387], length 123

20:19:58.002959 IP amd256.utah.cloudlab.us.48342 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770388 ecr 3164100313], length 54

20:19:58.002976 IP amd256.utah.cloudlab.us.48326 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770388 ecr 3164100313], length 0

20:19:58.003009 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48342: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100313 ecr 4135770388], length 0

20:19:58.003030 IP amd256.utah.cloudlab.us.48326 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770388 ecr 3164100313], length 54

20:19:58.003150 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48326: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100314 ecr 4135770388], length 0

20:19:58.007473 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48346: Flags [P.], seq 1570082835:1570082958, ack 2462448228, win 509, options [nop,nop,TS val 3164100318 ecr 4135769392], length 123

20:19:58.007498 IP amd256.utah.cloudlab.us.48346 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770393 ecr 3164100318], length 0

20:19:58.007551 IP amd256.utah.cloudlab.us.48346 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770393 ecr 3164100318], length 54

20:19:58.007810 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48346: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100318 ecr 4135770393], length 0

20:19:58.007814 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48358: Flags [P.], seq 3724614014:3724614137, ack 1593176582, win 509, options [nop,nop,TS val 3164100318 ecr 4135769393], length 123

20:19:58.007842 IP amd256.utah.cloudlab.us.48358 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770393 ecr 3164100318], length 0

20:19:58.007908 IP amd256.utah.cloudlab.us.48358 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770393 ecr 3164100318], length 54

20:19:58.008041 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48358: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100318 ecr 4135770393], length 0

20:19:58.012500 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48370: Flags [P.], seq 2134667182:2134667305, ack 3488040682, win 509, options [nop,nop,TS val 3164100323 ecr 4135769397], length 123

20:19:58.012506 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48368: Flags [P.], seq 2928359679:2928359802, ack 2285938052, win 509, options [nop,nop,TS val 3164100323 ecr 4135769397], length 123

20:19:58.012515 IP amd256.utah.cloudlab.us.48370 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770398 ecr 3164100323], length 0

20:19:58.012530 IP amd256.utah.cloudlab.us.48368 > amd261.utah.cloudlab.us.8001: Flags [.], ack 123, win 502, options [nop,nop,TS val 4135770398 ecr 3164100323], length 0

20:19:58.012550 IP amd256.utah.cloudlab.us.48368 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770398 ecr 3164100323], length 54

20:19:58.012576 IP amd256.utah.cloudlab.us.48370 > amd261.utah.cloudlab.us.8001: Flags [P.], seq 1:55, ack 123, win 502, options [nop,nop,TS val 4135770398 ecr 3164100323], length 54

20:19:58.012618 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48368: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100323 ecr 4135770398], length 0

20:19:58.012622 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48370: Flags [.], ack 55, win 509, options [nop,nop,TS val 3164100323 ecr 4135770398], length 0

20:19:58.992807 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48282: Flags [P.], seq 123:246, ack 55, win 509, options [nop,nop,TS val 3164101303 ecr 4135770378], length 123

20:19:58.992853 IP amd261.utah.cloudlab.us.8001 > amd256.utah.cloudlab.us.48288: Flags [P.], seq 123:246, ack 55, win 509, options [nop,nop,TS val 3164101303 ecr 4135770378], length 123

