PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
88190 yugm2     20   0 1795428  15872   4024 S  88.2   0.4   0:00.15 wrk
88190 yugm2     20   0 1795428  21072   4024 S 116.0   0.6   0:02.27 wrk
88190 yugm2     20   0 1795428  32568   4024 S 155.0   0.9   0:04.42 wrk
88190 yugm2     20   0 1795428  42072   4024 S 117.4   1.1   0:06.64 wrk
88190 yugm2     20   0 1795428  42072   4024 S 127.3   1.1   0:08.85 wrk
88190 yugm2     20   0 1795428  55272   4024 S 142.1   1.5   0:11.01 wrk
88190 yugm2     20   0 1795428  55272   4024 S 163.2   1.5   0:13.32 wrk
88190 yugm2     20   0 1795428  55272   4024 S 127.3   1.5   0:15.77 wrk
88190 yugm2     20   0 1795428  55272   4024 S 170.0   1.5   0:18.10 wrk
88190 yugm2     20   0 1795428  55272   4024 S 157.9   1.5   0:20.39 wrk
88190 yugm2     20   0 1795428  55272   4024 S 142.1   1.5   0:22.62 wrk
88190 yugm2     20   0 1795428  55272   4024 S 152.6   1.5   0:24.72 wrk
88190 yugm2     20   0 1795428  55272   4024 S 155.6   1.5   0:26.75 wrk
88190 yugm2     20   0 1795428  55272   4024 S 152.6   1.5   0:28.87 wrk
88190 yugm2     20   0 1795428  55272   4024 S 140.0   1.5   0:30.98 wrk
88190 yugm2     20   0 1795428  55272   4024 S 130.0   1.5   0:33.09 wrk
88190 yugm2     20   0 1795428  55272   4024 S 155.6   1.5   0:35.16 wrk
88190 yugm2     20   0 1795428  55272   4024 S 126.3   1.5   0:37.27 wrk
88190 yugm2     20   0 1795428  55272   4024 S 150.0   1.5   0:39.33 wrk
88190 yugm2     20   0 1795428  55272   4024 S  58.8   1.5   0:41.04 wrk
88190 yugm2     20   0 1795428  55272   4024 S  52.9   1.5   0:41.52 wrk
88190 yugm2     20   0 1795428  55272   4024 S  82.4   1.5   0:42.43 wrk
