18:58:50.087087 IP amd256.utah.cloudlab.us.60930 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1747824181, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087092 IP amd256.utah.cloudlab.us.60934 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2504112714, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087095 IP amd256.utah.cloudlab.us.60936 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3060953530, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087095 IP amd256.utah.cloudlab.us.60952 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1076827975, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087097 IP amd256.utah.cloudlab.us.60954 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2098623137, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087096 IP amd256.utah.cloudlab.us.60960 > amd261.utah.cloudlab.us.8000: Flags [S], seq 664110517, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087119 IP amd256.utah.cloudlab.us.32778 > amd261.utah.cloudlab.us.8000: Flags [S], seq 908776554, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087122 IP amd256.utah.cloudlab.us.32794 > amd261.utah.cloudlab.us.8000: Flags [S], seq 339731030, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087127 IP amd256.utah.cloudlab.us.32826 > amd261.utah.cloudlab.us.8000: Flags [S], seq 296467201, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087127 IP amd256.utah.cloudlab.us.60988 > amd261.utah.cloudlab.us.8000: Flags [S], seq 482497267, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087127 IP amd256.utah.cloudlab.us.60986 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2016303956, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087128 IP amd256.utah.cloudlab.us.32810 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3496159698, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087128 IP amd256.utah.cloudlab.us.32812 > amd261.utah.cloudlab.us.8000: Flags [S], seq 286581261, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087130 IP amd256.utah.cloudlab.us.32828 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3201024120, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087133 IP amd256.utah.cloudlab.us.32772 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1722980143, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087134 IP amd256.utah.cloudlab.us.32774 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2368366705, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087135 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60952: Flags [S.], seq 3120184565, ack 1076827976, win 65160, options [mss 1460,sackOK,TS val 2727232398 ecr 3698902473,nop,wscale 7], length 0

18:58:50.087138 IP amd256.utah.cloudlab.us.32864 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3612806340, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087145 IP amd256.utah.cloudlab.us.32868 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3225770863, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087147 IP amd256.utah.cloudlab.us.32878 > amd261.utah.cloudlab.us.8000: Flags [S], seq 973497392, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087148 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60960: Flags [S.], seq 2252946716, ack 664110518, win 65160, options [mss 1460,sackOK,TS val 2727232398 ecr 3698902473,nop,wscale 7], length 0

18:58:50.087152 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.60954: Flags [S.], seq 1949906307, ack 2098623138, win 65160, options [mss 1460,sackOK,TS val 2727232398 ecr 3698902473,nop,wscale 7], length 0

18:58:50.087152 IP amd256.utah.cloudlab.us.60952 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698902473 ecr 2727232398], length 0

18:58:50.087154 IP amd256.utah.cloudlab.us.32890 > amd261.utah.cloudlab.us.8000: Flags [S], seq 1013613427, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087155 IP amd256.utah.cloudlab.us.32904 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3954401885, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

18:58:50.087155 IP amd256.utah.cloudlab.us.32892 > amd261.utah.cloudlab.us.8000: Flags [S], seq 2555434547, win 64240, options [mss 1460,sackOK,TS val 3698902473 ecr 0,nop,wscale 7], length 0

