PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
23509 yugm2     20   0 1671580  23704   4336 S 115.8   0.6   0:00.94 wrk
23509 yugm2     20   0 1671580  23704   4336 S  88.9   0.6   0:02.27 wrk
23509 yugm2     20   0 1671580  32152   4336 S  88.2   0.9   0:03.49 wrk
23509 yugm2     20   0 1671580  32416   4336 S  88.2   0.9   0:04.69 wrk
23509 yugm2     20   0 1671580  39808   4336 S  84.2   1.1   0:05.91 wrk
23509 yugm2     20   0 1671580  39808   4336 S  88.9   1.1   0:07.14 wrk
23509 yugm2     20   0 1671580  41128   4336 S  88.9   1.1   0:08.37 wrk
23509 yugm2     20   0 1671580  55792   4336 S 111.8   1.5   0:09.69 wrk
23509 yugm2     20   0 1671580  55792   4336 S 105.9   1.5   0:11.15 wrk
23509 yugm2     20   0 1671580  64504   4336 S  94.1   1.7   0:15.13 wrk
23509 yugm2     20   0 1671580  71632   4336 S  94.1   1.9   0:16.90 wrk
23509 yugm2     20   0 1671580  72688   4336 S  94.1   1.9   0:21.66 wrk
23509 yugm2     20   0 1671580  72688   4336 S  83.3   1.9   0:22.87 wrk
23509 yugm2     20   0 1671580  72688   4336 S 105.9   1.9   0:24.06 wrk
23509 yugm2     20   0 1671580  72688   4336 S  88.2   1.9   0:25.22 wrk
23509 yugm2     20   0 1671580  72688   4336 S  88.2   1.9   0:26.39 wrk
23509 yugm2     20   0 1671580  72688   4336 S  83.3   1.9   0:27.56 wrk
