PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
26561 yugm2     20   0  777296 207708   4196 S  16.7   5.6   0:00.03 wrk
26561 yugm2     20   0  777296 208092   4196 S 113.6   5.6   0:01.08 wrk
26561 yugm2     20   0  777296 208884   4196 S 142.9   5.6   0:03.66 wrk
26561 yugm2     20   0  777296 208884   4196 S 133.3   5.6   0:06.59 wrk
26561 yugm2     20   0  777296 208884   4196 S 140.0   5.6   0:09.47 wrk
26561 yugm2     20   0  777296 208884   4196 S 135.0   5.6   0:12.13 wrk
26561 yugm2     20   0  777296 209820   4196 S 122.7   5.6   0:15.07 wrk
26561 yugm2     20   0  777296 209820   4196 S 133.3   5.6   0:17.83 wrk
26561 yugm2     20   0  777296 210084   4196 S 138.1   5.6   0:20.63 wrk
26561 yugm2     20   0  777296 210084   4196 S 145.0   5.6   0:23.34 wrk
26561 yugm2     20   0  777296 210348   4196 S 121.7   5.6   0:26.29 wrk
26561 yugm2     20   0  777296 210612   4196 S 128.6   5.6   0:28.99 wrk
26561 yugm2     20   0  777296 210876   4196 S 128.6   5.6   0:31.59 wrk
26561 yugm2     20   0  777296 210876   4196 S 123.8   5.6   0:34.36 wrk
26561 yugm2     20   0  777296 210876   4196 S 145.0   5.6   0:37.29 wrk
26561 yugm2     20   0  777296 211140   4196 S 126.1   5.6   0:40.35 wrk
26561 yugm2     20   0  777296 211404   4196 S 111.1   5.7   0:42.41 wrk
26561 yugm2     20   0  777296 211404   4196 S 150.0   5.7   0:44.49 wrk
