PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
86825 yugm2     20   0 1536836   5748   4196 S  52.9   0.2   0:00.09 wrk
86825 yugm2     20   0 1536836  13064   4196 S 122.2   0.3   0:01.84 wrk
86825 yugm2     20   0 1536836  21244   4196 S 155.6   0.6   0:04.01 wrk
86825 yugm2     20   0 1536836  26788   4196 S 150.0   0.7   0:06.07 wrk
86825 yugm2     20   0 1536836  32068   4196 S 147.4   0.9   0:08.18 wrk
86825 yugm2     20   0 1536836  37348   4196 S 158.8   1.0   0:10.26 wrk
86825 yugm2     20   0 1536836  42364   4196 S 131.6   1.1   0:12.28 wrk
86825 yugm2     20   0 1536836  42364   4196 S 145.0   1.1   0:14.35 wrk
86825 yugm2     20   0 1536836  42604   4196 S  83.3   1.1   0:16.26 wrk
86825 yugm2     20   0 1536836  42604   4196 S  64.7   1.1   0:16.81 wrk
86825 yugm2     20   0 1536836  42604   4196 S  88.2   1.1   0:17.99 wrk
86825 yugm2     20   0 1536836  42604   4196 S 142.1   1.1   0:19.75 wrk
86825 yugm2     20   0 1536836  42604   4196 S 150.0   1.1   0:22.04 wrk
86825 yugm2     20   0 1536836  42604   4196 S 150.0   1.1   0:24.17 wrk
86825 yugm2     20   0 1536836  42604   4196 S 150.0   1.1   0:26.27 wrk
86825 yugm2     20   0 1536836  42604   4196 S 138.9   1.1   0:28.34 wrk
86825 yugm2     20   0 1536836  42604   4196 S  64.7   1.1   0:29.91 wrk
86825 yugm2     20   0 1536836  42604   4196 S 158.8   1.1   0:31.32 wrk
86825 yugm2     20   0 1536836  42604   4196 S 141.2   1.1   0:33.35 wrk
86825 yugm2     20   0 1536836  42604   4196 S 145.0   1.1   0:35.58 wrk
86825 yugm2     20   0 1536836  42604   4196 S 125.0   1.1   0:37.80 wrk
86825 yugm2     20   0 1536836  42604   4196 S 150.0   1.1   0:39.93 wrk
